<ticker>,<per>,<date>,<open>,<high>,<low>,<close>,<vol>
AACG,D,20231024,1.02,1.0726,1.02,1.0289,7100
AADI,D,20231024,4.01,4.38,3.975,4.29,55400
AADR,D,20231024,46.37,48.2487,46.37,47.88,3700
AAL,D,20231024,11.36,11.43,11.0935,11.21,39302800
AAOI,D,20231024,7.19,7.63,7.19,7.44,1011200
AAON,D,20231024,54.2,54.366,53.15,53.21,299500
AAPB,D,20231024,22.95,23.21,22.87,23.21,9600
AAPD,D,20231024,22.5,22.7354,22.4601,22.51,124300
AAPL,D,20231024,173.05,173.67,171.45,173.44,43816600
AAPU,D,20231024,23.85,23.9449,23.5,23.91,61600
AAXJ,D,20231024,62.06,62.73,61.96,62.65,716400
ABAT,D,20231024,5.51,5.71,5.47,5.57,167200
ABCB,D,20231024,36.13,36.265,34.99,35.45,325600
ABCL,D,20231024,4.3,4.47,4.26,4.45,1099700
ABCM,D,20231024,22.9,23.045,22.87,22.93,5309500
ABEO,D,20231024,3.96,4.14,3.9,4,58000
ABIO,D,20231024,1.97,1.978,1.96,1.97,11800
ABL,D,20231024,6.1891,6.1891,6.1891,6.1891,1600
ABLLW,D,20231024,0.2997,0.3395,0.26,0.3395,3400
ABLV,D,20231024,2.53,2.55,2.4619,2.51,12700
ABNB,D,20231024,121.18,123.17,120.57,122.01,3651600
ABOS,D,20231024,3.32,3.5,3.32,3.425,251100
ABSI,D,20231024,1.26,1.36,1.2,1.22,257600
ABUS,D,20231024,1.7,1.78,1.69,1.77,369700
ABVC,D,20231024,1.03,1.03,0.89,0.89,72700
ABVX,D,20231024,8.5,8.85,8.32,8.74,405000
ACAB,D,20231024,10.62,10.62,10.6,10.6127,16000
ACACW,D,20231024,0.0828,0.0828,0.0786,0.0786,1000
ACAD,D,20231024,22.76,23.05,22.47,22.98,1008300
ACAH,D,20231024,10.55,11.3659,10.5,10.58,3100
ACAX,D,20231024,10.5,10.5001,10.5,10.5001,200
ACAXU,D,20231024,10.5,10.5,10.4999,10.5,400
ACB,D,20231024,0.4389,0.474,0.4266,0.47,19720400
ACCD,D,20231024,6.76,7.26,6.76,6.95,480400
ACDC,D,20231024,9.22,9.32,9.01,9.02,308600
ACER,D,20231024,0.8003,0.855,0.7832,0.847,22300
ACET,D,20231024,1.39,1.46,1.31,1.31,456500
ACGL,D,20231024,82.35,83.76,82.285,83.42,1334100
ACGLN,D,20231024,17.01,17.41,17.01,17.4,21000
ACGLO,D,20231024,20.13,20.58,20.02,20.53,60300
ACHC,D,20231024,74.52,76.22,73.91,75.02,452000
ACHL,D,20231024,0.89,0.907,0.85,0.8881,53600
ACHV,D,20231024,3.89,4.04,3.83,4,14200
ACIC,D,20231024,7.39,7.43,7.24,7.35,198100
ACIU,D,20231024,2.68,2.85,2.58,2.8,75800
ACIW,D,20231024,20.89,21.06,20.57,20.82,292000
ACLS,D,20231024,147.01,150.28,146,149.66,480800
