<ticker>,<per>,<date>,<open>,<high>,<low>,<close>,<vol>
A,D,20230817,122,122.6491,120.66,120.85,2180800
AA,D,20230817,29.92,30.04,28.91,29.11,6527400
AAC,D,20230817,10.65,10.65,10.64,10.65,47200
AAC.T,D,20230817,0.2782,0.2782,0.2782,0.2782,100
AAC.U,D,20230817,10.81,10.8106,10.81,10.81,1600
AAC.W,D,20230817,0.8,0.8001,0.8,0.8,1700
AACT,D,20230817,10.23,10.24,10.2001,10.2001,500
AAI-B,D,20230817,19.78,19.78,19.78,19.78,200
AAIC,D,20230817,4.42,4.46,4.39,4.4,40300
AAIN,D,20230817,23.54,23.71,23.54,23.71,2300
AAM-A,D,20230817,25.17,25.26,25.17,25.21,51400
AAM-B,D,20230817,25.2,25.24,25.18,25.22,48200
AAN,D,20230817,12.68,12.75,12.38,12.42,155800
AAP,D,20230817,70.25,70.925,69.39,69.46,1459200
AAT,D,20230817,20.94,21.17,20.83,20.85,191600
AB,D,20230817,29.89,30.56,29.76,30.11,393900
ABBV,D,20230817,151.16,151.905,149.92,150.02,5285600
ABC,D,20230817,183.15,184.22,179.105,180,2302500
ABEV,D,20230817,2.85,2.87,2.8,2.83,16876500
ABG,D,20230817,220.25,222.99,218.47,218.61,123200
ABM,D,20230817,45.15,45.39,44.65,44.89,403400
ABR,D,20230817,15.45,15.49,15.02,15.03,3433100
ABR-D,D,20230817,18.57,18.57,18.28,18.48,7400
ABR-E,D,20230817,18.3,18.32,18.3,18.32,1400
ABR-F,D,20230817,19.7,19.795,19.6,19.65,15000
ABT,D,20230817,105.2,105.91,104.48,104.93,4175400
AC,D,20230817,36.42,36.7,34.49,36,19600
ACA,D,20230817,76.44,77.28,75.33,75.46,210700
ACCO,D,20230817,5.43,5.4809,5.36,5.37,333900
ACEL,D,20230817,10.79,10.86,10.56,10.58,207700
ACH.W,D,20230817,1.7,1.7,1.485,1.64,32800
ACHR,D,20230817,5.97,6.29,5.6125,5.99,11413900
ACI,D,20230817,21.82,22.08,21.72,21.75,2164400
ACM,D,20230817,87.65,88.18,86.1,86.13,530800
ACN,D,20230817,308.34,309.2063,304.77,305.64,1653600
