<ticker>,<per>,<date>,<open>,<high>,<low>,<close>,<vol>
AACG,D,20231212,0.901,0.9228,0.88,0.89,2400
AACI,D,20231212,10.79,10.79,10.79,10.79,4500
AACIW,D,20231212,0.0255,0.0255,0.021,0.021,78500
AADI,D,20231212,4.88,5.05,4.88,5.02,128500
AADR,D,20231212,54.357,54.6079,54.3,54.6079,300
AAGR,D,20231212,0.88,0.92,0.776,0.7965,1059100
AAGRW,D,20231212,0.0399,0.0399,0.0312,0.0312,11100
AAL,D,20231212,13.81,14.18,13.8,14.04,34298700
AAME,D,20231212,1.88,1.92,1.84,1.84,8400
AAOI,D,20231212,18.51,19.43,18,18.58,2362100
AAON,D,20231212,66.3,66.985,65.57,66.92,467700
AAPB,D,20231212,27.5508,27.9,27.451,27.9,10600
AAPD,D,20231212,20.3,20.439,20.14,20.14,104100
AAPL,D,20231212,193.08,194.72,191.721,194.71,52696900
AAPU,D,20231212,27.84,28.22,27.6,28.22,55200
AAXJ,D,20231212,64.58,64.898,64.35,64.88,808000
ABAT,D,20231212,4.05,4.11,3.9,4.03,466300
ABCB,D,20231212,47,47.22,46.72,46.82,338800
ABCL,D,20231212,4.78,4.8,4.65,4.78,1039600
ABEO,D,20231212,4.64,4.76,4.58,4.68,71800
ABIO,D,20231212,1.8007,1.82,1.785,1.8,12100
ABL,D,20231212,7.25,7.9,7.25,7.7,269700
ABLLL,D,20231212,27.39,27.39,25.2,25.2,1000
ABLLW,D,20231212,0.4,0.56,0.3991,0.529,827000
ABLV,D,20231212,2.91,3.12,2.8,3.12,6900
ABLVW,D,20231212,0.05,0.05,0.0495,0.0495,4200
ABNB,D,20231212,137.9,141.06,137.58,140.55,6823100
ABOS,D,20231212,2.8,2.86,2.71,2.81,446300
ABSI,D,20231212,2.34,2.37,2.28,2.35,462000
ABTS,D,20231212,0.99,0.9901,0.92,0.9399,48800
ABUS,D,20231212,2.05,2.07,2.03,2.05,459500
ABVC,D,20231212,1.1,1.1,1,1.05,243400
ABVX,D,20231212,10.17,10.41,9.965,10.39,117100
ACABW,D,20231212,0.0344,0.044,0.0344,0.0381,277300
ACAC,D,20231212,10.95,10.95,10.95,10.95,400
ACAD,D,20231212,21.31,21.39,20.76,21.17,2168200
ACAH,D,20231212,10.52,10.52,10.52,10.52,100
ACAHU,D,20231212,10.52,10.52,10.52,10.52,500
ACAHW,D,20231212,0.026,0.0261,0.026,0.026,76300
ACAX,D,20231212,10.61,10.61,10.6,10.6,200
ACB,D,20231212,0.4933,0.4973,0.465,0.4702,6444700
ACCD,D,20231212,9.45,9.68,9.18,9.64,654500
