<ticker>,<per>,<date>,<open>,<high>,<low>,<close>,<vol>
A,D,20231201,127.34,129.01,126.51,128.79,1729600
AA,D,20231201,27,28.015,26.5101,27.74,5462900
AACT,D,20231201,10.3701,10.395,10.3701,10.395,600
AAI-B,D,20231201,20.47,20.47,20.47,20.47,300
AAI-C,D,20231201,24.26,24.27,24.26,24.27,1000
AAIC,D,20231201,4.7,4.78,4.66,4.78,178100
AAIN,D,20231201,23.68,23.68,23.68,23.68,200
AAN,D,20231201,8.78,9.49,8.65,9.49,713200
AAP,D,20231201,50.99,54.09,50.64,54.09,2211700
AAT,D,20231201,20,21.17,20,21.1,542700
AB,D,20231201,28.95,29.4981,28.7301,29.09,782100
ABBV,D,20231201,142.54,144.1,142.2801,143.41,4903400
ABEV,D,20231201,2.81,2.87,2.8,2.85,8473000
ABG,D,20231201,209.31,218.01,208.32,217.61,117900
ABM,D,20231201,40.91,42.21,40.91,42.15,344400
ABR,D,20231201,12.44,13.48,12.3635,13.44,8401700
ABR-D,D,20231201,16.66,17.3,16.66,17.3,26400
ABR-E,D,20231201,16.57,17.11,16.57,17.1,16200
ABR-F,D,20231201,19,19.22,19,19.22,26500
ABT,D,20231201,104.22,104.98,103.9,104.88,4682300
AC,D,20231201,33.44,33.64,33.4,33.64,3100
ACA,D,20231201,74.02,75.79,74.02,75.36,222600
ACCO,D,20231201,5.35,5.49,5.28,5.47,545000
ACEL,D,20231201,10.07,10.25,10.05,10.2,370200
ACH.W,D,20231201,1.26,1.54,1.17,1.4401,17100
ACHR,D,20231201,5.92,6.31,5.85,6.3,6534300
ACI,D,20231201,21.81,21.99,21.695,21.98,3083400
ACM,D,20231201,88.72,89.97,88.14,89.54,896500
ACN,D,20231201,333.8,338.5,333.16,338.06,1688700
ACP,D,20231201,6.16,6.31,6.16,6.31,258100
ACP-A,D,20231201,23.15,23.15,22.59,22.61,3000
ACR,D,20231201,7.45,7.72,7.44,7.71,32200
ACR-C,D,20231201,22.2,22.6999,22.2,22.68,21900
ACR-D,D,20231201,20.0001,20.6199,20.0001,20.6199,1000
ACR.W,D,20231201,0.0105,0.0105,0.0105,0.0105,500
ACRE,D,20231201,10.05,10.35,10,10.34,499100
ACRO,D,20231201,10.345,10.345,10.34,10.34,900
ACV,D,20231201,19.93,20.07,19.92,20.07,33700
ADC,D,20231201,59.06,60.15,58.94,60.11,732700
ADC-A,D,20231201,17.92,18.25,17.75,18.21,31500
ADCT,D,20231201,0.87,1.15,0.855,1.11,1177800
ADM,D,20231201,73.76,75.29,73.72,75.08,2722400
ADNT,D,20231201,32.06,33.36,31.91,33.28,1672500
ADT,D,20231201,5.89,6.21,5.87,6.18,2642000
ADX,D,20231201,16.96,17.09,16.92,17.06,128200
AEE,D,20231201,77.62,78.98,77.365,78.97,1981100
AEFC,D,20231201,20.87,21.15,20.7517,21.15,28900
AEG,D,20231201,5.46,5.52,5.45,5.51,1097500
AEL,D,20231201,55.08,55.62,54.92,55.58,370500
AEL-A,D,20231201,22.75,23.14,22.41,23.04,51200
AEL-B,D,20231201,24.28,24.97,24.28,24.83,56700
AEM,D,20231201,53.67,54.7,53.44,54.39,4516900
AENZ,D,20231201,2.09,2.09,1.86,1.86,18700
AEO,D,20231201,19,19.6,18.86,19.51,4111000
AER,D,20231201,68,70,67.95,69.49,2129900
AES,D,20231201,17.13,18.14,17.13,18.13,5483700
AESC,D,20231201,68.55,71.955,68.14,71.955,3800
AESI,D,20231201,17.07,17.78,16.96,17.75,829000
AEV.W,D,20231201,0.02,0.024,0.015,0.02,838200
