<ticker>,<per>,<date>,<open>,<high>,<low>,<close>,<vol>
AACG,D,20230811,1.275,1.33,1.23,1.2901,9100
AACI,D,20230811,10.56,10.56,10.52,10.53,3400
AACIW,D,20230811,0.0981,0.1,0.0976,0.0999,2400
AADI,D,20230811,5.78,5.9945,5.735,5.91,115000
AADR,D,20230811,51.45,51.45,51.36,51.36,300
AAL,D,20230811,15.66,15.75,15.56,15.65,16065900
AAME,D,20230811,1.7,1.9255,1.7,1.81,2800
AAOI,D,20230811,14,14.04,12.1,12.39,4778000
AAON,D,20230811,94.17,95.06,93.975,94.62,152400
AAPB,D,20230811,24.66,25.04,24.5918,24.92,10100
AAPD,D,20230811,22.03,22.095,21.85,21.93,83000
AAPL,D,20230811,177.32,178.62,176.55,177.79,52036600
AAPU,D,20230811,25.26,25.55,25.1811,25.4,155100
AAXJ,D,20230811,66.53,66.79,66.13,66.36,459900
ABCB,D,20230811,43.26,44.28,43.26,44.02,211100
ABCL,D,20230811,5.83,5.8801,5.72,5.76,2418100
ABCM,D,20230811,22.38,23.35,22.34,23.3,1894000
ABEO,D,20230811,2.95,3.03,2.939,2.99,28200
ABIO,D,20230811,2.04,2.05,2.0165,2.05,10300
ABL,D,20230811,5.9,6.235,5.9,6.1,13500
ABLLW,D,20230811,0.2339,0.26,0.205,0.26,30400
ABNB,D,20230811,134.15,134.26,131.7,133.68,4412700
ABOS,D,20230811,6.99,7.32,6.86,7.14,388500
ABSI,D,20230811,1.69,1.78,1.67,1.68,410200
ABUS,D,20230811,2.06,2.07,2,2.04,410900
ABVC,D,20230811,2.17,2.17,2.03,2.06,45700
ACAB,D,20230811,10.51,10.8824,10.47,10.53,64600
ACAD,D,20230811,26.6,27.54,26.5615,27.37,1004400
ACAHW,D,20230811,0.0153,0.0245,0.0066,0.0066,137800
ACB,D,20230811,0.548,0.558,0.5321,0.5321,3407500
ACBAU,D,20230811,11.15,11.15,11.15,11.15,100
ACCD,D,20230811,14.1,14.43,13.85,14.23,297500
ACDC,D,20230811,11.51,11.9,11.12,11.26,911200
ACDCW,D,20230811,0.005,0.0065,0.005,0.0065,1500
ACER,D,20230811,0.7268,0.7379,0.71,0.7203,41500
ACET,D,20230811,2.3,2.35,2.18,2.3,335900
ACGL,D,20230811,76.55,76.78,76.15,76.6,1028100
ACGLN,D,20230811,18.81,18.955,18.77,18.82,10700
ACGLO,D,20230811,22.52,22.69,22.51,22.61,7700
ACGN,D,20230811,0.45,0.484,0.44,0.44,100000
ACHC,D,20230811,76.21,77.1425,76.21,76.97,298100
ACHL,D,20230811,0.98,1.01,0.95,0.99,149000
ACHV,D,20230811,5.38,5.38,5.27,5.31,33600
ACIU,D,20230811,3.01,3.085,3,3.05,27200
ACIW,D,20230811,23.35,23.61,23.31,23.51,319700
ACLS,D,20230811,170.33,173.02,166.49,167.11,757900
ACLX,D,20230811,33.77,34.37,33.49,33.66,318000
ACMR,D,20230811,13.6,13.92,13.455,13.51,491700
ACNB,D,20230811,33.97,34.34,33.815,34.11,22600
ACNT,D,20230811,9.47,9.58,9.26,9.32,3700
ACON,D,20230811,0.55,0.57,0.52,0.5599,35000
ACONW,D,20230811,0.0657,0.0677,0.0657,0.0676,500
ACOR,D,20230811,16.25,17.11,16.25,16.96,5800
ACRS,D,20230811,8.32,8.45,8.21,8.22,373800
ACRV,D,20230811,11.6,12.89,11.6,12.39,20000
ACRX,D,20230811,0.92,0.92,0.801,0.8801,186100
ACST,D,20230811,2.34,2.42,2.3301,2.42,6200
ACT,D,20230811,28.77,29.11,28.69,28.96,133000
ACTG,D,20230811,3.76,3.93,3.76,3.81,242700
ACVA,D,20230811,15.5,16.01,15.47,15.88,1244200
ACWI,D,20230811,95.92,96.385,95.795,96.11,912800
ACWX,D,20230811,49.16,49.345,49.07,49.17,889000
ACXP,D,20230811,1.82,1.91,1.7,1.823,38600
ADAG,D,20230811,1.3,1.34,1.28,1.34,6800
ADAP,D,20230811,0.84,0.8497,0.805,0.81,544100
ADBE,D,20230811,510.83,514.9,506.37,508.45,1930600
ADD,D,20230811,1.23,1.24,1.16,1.2156,6300
ADEA,D,20230811,10.04,10.18,9.91,10.16,523200
ADERW,D,20230811,0.14,0.141,0.14,0.14,69700
ADES,D,20230811,2.08,2.24,2.05,2.14,122100
ADI,D,20230811,183,184.45,182.02,183.21,2859300
ADIL,D,20230811,4.75,6.16,4.37,4.4,932800
ADMA,D,20230811,4.35,4.49,4.305,4.48,2863000
ADMP,D,20230811,1.16,1.2198,1.06,1.14,1268700
ADN,D,20230811,0.7295,0.83,0.64,0.7817,533800
ADNWW,D,20230811,0.1,0.12,0.08,0.1,60000
ADOC,D,20230811,11.25,11.29,11.24,11.2501,5600
ADOCW,D,20230811,0.0135,0.0135,0.0135,0.0135,500
ADP,D,20230811,250.26,253.37,250.08,252.82,926600
ADPT,D,20230811,6.34,6.45,6.19,6.3,1084600
ADSE,D,20230811,6.95,7.3,6.29,7.3,19900
ADSEW,D,20230811,0.65,0.7401,0.65,0.7401,400
ADSK,D,20230811,205.75,209,205.6,207.96,1167900
ADTH,D,20230811,1.44,1.45,1.36,1.43,129700
ADTN,D,20230811,7.58,8.05,7.46,8.04,970400
ADTX,D,20230811,0.34,0.34,0.32,0.328,93300
ADUS,D,20230811,93.82,95.28,93.82,94.46,119600
ADV,D,20230811,2.6,2.84,2.575,2.79,804100
ADVM,D,20230811,1.91,1.981,1.81,1.89,426300
ADVWW,D,20230811,0.19,0.2475,0.19,0.22,3100
ADXN,D,20230811,0.55,0.568,0.5418,0.5659,15400
AEAEW,D,20230811,0.0721,0.1,0.0642,0.0642,2500
AEHL,D,20230811,0.75,0.87,0.7451,0.83,730500
AEHR,D,20230811,48,48.29,45.53,45.69,777200
AEI,D,20230811,1.48,1.489,1.4169,1.4387,29300
AEIS,D,20230811,112.91,113.73,111.65,111.86,190800
AEMD,D,20230811,0.33,0.3466,0.3213,0.3438,77700
AENT,D,20230811,2.2,2.2,2.02,2.08,2700
AENTW,D,20230811,0.0424,0.0428,0.0365,0.0371,9600
AEP,D,20230811,81.14,81.58,80.77,81.11,2067400
AEPPZ,D,20230811,47.87,48.16,47.64,47.64,602300
AEY,D,20230811,0.61,0.61,0.581,0.602,13200
AEYE,D,20230811,5.5,5.63,5.01,5.14,54600
AEZS,D,20230811,2.88,3,2.88,2.96,4300
AFBI,D,20230811,13.9,13.9,13.9,13.9,100
AFCG,D,20230811,13.12,13.31,12.88,12.91,82200
AFIB,D,20230811,0.62,0.6588,0.6,0.604,185700
AFMD,D,20230811,0.5514,0.57,0.5228,0.552,546200
AFRI,D,20230811,11.245,11.245,10.93,11.18,5000
