<ticker>,<per>,<date>,<open>,<high>,<low>,<close>,<vol>
AACG,D,20231017,1.1,1.1299,1.02,1.08,2300
AACI,D,20231017,10.7,10.7,10.69,10.69,119400
AADI,D,20231017,4.23,4.3,4.12,4.18,55600
AADR,D,20231017,50.0487,50.0487,50.0487,50.0487,100
AAL,D,20231017,11.88,12.1,11.88,11.94,35207200
AAME,D,20231017,1.8,1.81,1.73,1.73,2000
AAOI,D,20231017,7.48,7.9286,7.46,7.59,1181100
AAON,D,20231017,57.08,58.59,57.08,57.32,392200
AAPB,D,20231017,23.98,24.361,23.71,24.14,6400
AAPD,D,20231017,22.07,22.259,21.8319,21.99,155200
AAPL,D,20231017,176.65,178.42,174.8,177.15,57549300
AAPU,D,20231017,24.54,24.9689,24.23,24.7,68300
AAXJ,D,20231017,63.48,64.06,63.47,63.82,497100
ABAT,D,20231017,7.75,7.75,7.03,7.1,167500
ABCB,D,20231017,38.21,39.56,38.21,38.75,639800
ABCL,D,20231017,4.23,4.419,4.22,4.4,1300200
ABCM,D,20231017,22.82,22.91,22.72,22.87,3766100
ABEO,D,20231017,4.25,4.43,4.22,4.34,72300
ABIO,D,20231017,2.01,2.04,2.01,2.04,5600
ABL,D,20231017,6.6,6.8399,6.5,6.5,2300
ABLLW,D,20231017,0.303,0.3399,0.28,0.3395,14200
ABLV,D,20231017,3.09,3.09,2.88,2.88,11400
ABLVW,D,20231017,0.0256,0.0256,0.0256,0.0256,200
ABNB,D,20231017,123.76,126.7799,122.66,125.71,3073500
ABOS,D,20231017,3.75,3.9,3.74,3.84,410900
ABSI,D,20231017,1.42,1.5,1.4,1.48,348000
ABUS,D,20231017,1.9,1.915,1.86,1.89,507800
ABVC,D,20231017,0.94,0.95,0.8742,0.8742,50900
ACAB,D,20231017,10.58,10.58,10.58,10.58,7500
ACAD,D,20231017,24.08,24.6,23.39,23.4,1448400
ACAH,D,20231017,10.52,10.69,10.49,10.69,2700
ACAX,D,20231017,10.76,10.79,10.76,10.79,400
ACAXW,D,20231017,0.0301,0.0301,0.03,0.0301,1400
ACB,D,20231017,0.4953,0.536,0.49,0.5187,6954200
ACCD,D,20231017,7.04,7.45,7.01,7.22,535200
ACDC,D,20231017,9.1,9.715,8.89,9.57,1086900
ACER,D,20231017,0.771,0.835,0.7644,0.8069,74200
ACET,D,20231017,1.43,1.52,1.4,1.5,521000
ACGL,D,20231017,85.44,87.135,85.44,86.62,1935500
ACGLN,D,20231017,16.96,17.06,16.7,16.77,25700
ACGLO,D,20231017,19.63,19.75,19.4996,19.63,14300
ACHC,D,20231017,78.41,79.86,78.214,78.76,645300
ACHL,D,20231017,0.9,0.9,0.86,0.87,50600
ACHV,D,20231017,3.73,3.95,3.73,3.89,35200
ACIC,D,20231017,7.47,7.62,7.4,7.49,173000
ACIU,D,20231017,2.71,2.89,2.7,2.8,36600
ACIW,D,20231017,20.62,21.81,20.62,21.77,917300
ACLS,D,20231017,160.17,163.41,153.06,161.16,522800
ACLX,D,20231017,34.54,36.42,34.54,35.16,358500
ACMR,D,20231017,18.31,21.07,18.13,19.75,2685000
ACNB,D,20231017,33.38,34.6,33.38,33.6,13000
ACNT,D,20231017,8.03,8.3,7.93,7.94,9200
ACON,D,20231017,0.5,0.6188,0.5,0.5717,115000
ACONW,D,20231017,0.0274,0.0274,0.0226,0.0226,800
ACOR,D,20231017,9.92,10.49,9.7,10.2,3300
ACRS,D,20231017,5.58,5.66,5.5,5.52,896300
ACRV,D,20231017,5.91,5.96,5.06,5.48,36100
ACRX,D,20231017,0.65,0.679,0.6301,0.641,66000
ACST,D,20231017,2.64,2.7,2.58,2.61,4500
ACT,D,20231017,28.35,28.68,28.195,28.29,215500
ACTG,D,20231017,3.62,3.665,3.57,3.57,127300
ACVA,D,20231017,14.23,15.01,14.14,14.77,884000
ACWI,D,20231017,92.9,94.085,92.88,93.66,5424100
ACWX,D,20231017,46.68,47.29,46.68,47.08,777800
ACXP,D,20231017,4.5,5.1999,4.36,5.1,822600
ADAG,D,20231017,1.33,1.39,1.33,1.34,7200
ADAP,D,20231017,0.646,0.6645,0.61,0.629,607400
ADBE,D,20231017,545.41,560.8,543.34,560.09,2355200
ADD,D,20231017,0.535,0.54,0.5053,0.5321,40800
ADEA,D,20231017,8.5,8.685,8.4001,8.65,598900
ADES,D,20231017,1.84,1.9924,1.84,1.94,164600
ADI,D,20231017,169.49,174.07,168.73,172.61,2283600
ADIL,D,20231017,3.02,3.02,2.8132,2.92,16400
ADMA,D,20231017,3.36,3.52,3.36,3.44,1685000
ADN,D,20231017,0.4399,0.4399,0.415,0.42,102800
ADNWW,D,20231017,0.06,0.06,0.05,0.05,24600
ADOCR,D,20231017,0.0813,0.11,0.0813,0.11,2400
ADP,D,20231017,250.4,250.41,248.0512,249.33,1054600
ADPT,D,20231017,4.29,4.6,4.29,4.44,1246300
ADSE,D,20231017,6.69,6.7754,5.9,6.7,27200
ADSEW,D,20231017,0.8,0.88,0.8,0.88,3700
ADSK,D,20231017,209.32,215.44,208.225,213.99,1004200
ADTH,D,20231017,1.17,1.19,1.14,1.14,62900
ADTHW,D,20231017,0.0253,0.0253,0.0253,0.0253,2000
ADTN,D,20231017,7.52,7.62,7.22,7.49,995100
ADTX,D,20231017,9.85,10.76,9.85,9.96,91800
ADUS,D,20231017,81.93,83.981,81.93,83.44,69300
ADV,D,20231017,2.77,2.93,2.74,2.88,372400
ADVM,D,20231017,0.87,0.9999,0.8608,0.9396,534300
ADXN,D,20231017,0.41,0.44,0.4049,0.42,12600
AEAE,D,20231017,10.56,10.56,10.535,10.56,12700
AEHL,D,20231017,2.65,2.7983,2.6093,2.6954,7200
AEHR,D,20231017,36.38,37.355,35.15,36.66,1558300
AEI,D,20231017,1.24,1.32,1.24,1.26,6700
AEIS,D,20231017,96.12,98.57,95.27,97.66,286300
AEMD,D,20231017,1.42,1.64,1.42,1.44,38600
AENT,D,20231017,1.22,1.32,1.195,1.32,2400
AEP,D,20231017,75.6,76.41,75.16,75.67,2236700
AEY,D,20231017,0.3813,0.3963,0.372,0.372,11800
AEYE,D,20231017,4.9501,5.225,4.91,5.07,42800
AEZS,D,20231017,1.7801,1.845,1.77,1.7872,2800
AFAR,D,20231017,10.76,10.77,10.76,10.77,500
AFBI,D,20231017,15.13,15.49,14.66,14.66,6500
AFCG,D,20231017,11.5,11.76,11.5,11.72,95500
AFIB,D,20231017,0.62,0.64,0.5999,0.5999,21800
AFMD,D,20231017,0.3845,0.4,0.3811,0.397,272400
AFRI,D,20231017,10.9,10.97,10.79,10.89,7700
AFRIW,D,20231017,1.15,1.18,1.15,1.165,600
AFRM,D,20231017,18.59,20.0767,18.44,19.97,12655300
AFYA,D,20231017,15.69,15.96,15.51,15.8,156100
AGAE,D,20231017,0.865,0.9375,0.865,0.9,12200
AGBA,D,20231017,0.485,0.5351,0.48,0.49,477700
AGBAW,D,20231017,0.0157,0.0157,0.015,0.015,2200
AGEN,D,20231017,1.1,1.16,1.08,1.14,2682400
AGFY,D,20231017,2.65,2.87,2.4221,2.8,34800
AGIL,D,20231017,0.153,0.1596,0.148,0.159,2182300
AGILW,D,20231017,0.0044,0.0044,0.0044,0.0044,1000
AGIO,D,20231017,22.98,23.355,22.035,22.64,477500
AGLE,D,20231017,13.45,15.385,12.2001,13.65,149600
AGNC,D,20231017,8.83,8.915,8.77,8.85,16109200
AGNCL,D,20231017,21.25,21.268,21.08,21.2,17200
AGNCM,D,20231017,23,23.17,22.91,23.05,33900
AGNCN,D,20231017,25,25.06,24.94,25.06,33100
AGNCO,D,20231017,22.76,22.89,22.6232,22.68,18400
AGNCP,D,20231017,21.27,21.4,21.1101,21.27,56800
AGNG,D,20231017,26,26.14,25.96,26.02,2000
AGRI,D,20231017,3.14,3.68,2.7701,2.98,2504500
AGRIW,D,20231017,0.0201,0.0201,0.0175,0.0199,1300
AGRX,D,20231017,1.84,1.89,1.75,1.77,25600
AGYS,D,20231017,67.69,69.455,67.69,68.96,84000
AGZD,D,20231017,22.18,22.27,22.145,22.25,167300
AHCO,D,20231017,7.05,7.55,7.05,7.51,1735100
AHG,D,20231017,2.04,2.11,1.83,1.88,227400
AHI,D,20231017,2.3,2.33,2.26,2.32,18300
AIA,D,20231017,55.94,56.545,55.94,56.38,47600
AIBBU,D,20231017,11.04,11.04,11.04,11.04,200
AIH,D,20231017,0.7,0.7485,0.7,0.7,5700
AIHS,D,20231017,0.39,0.47,0.3701,0.43,15300
AIMAW,D,20231017,0.0599,0.0599,0.036,0.036,20100
AIMD,D,20231017,0.5801,0.6485,0.5801,0.605,5800
AIP,D,20231017,5.87,6.08,5.87,5.96,101400
AIQ,D,20231017,27.12,27.54,27.06,27.42,452700
AIRG,D,20231017,3.51,3.51,3.35,3.35,20000
AIRR,D,20231017,49.74,51.14,49.74,50.92,44200
AIRS,D,20231017,6.5,6.93,6.5,6.79,71100
AIRT,D,20231017,22.89,23.49,22.15,22.6,10200
AIRTP,D,20231017,19.6399,20.2902,18.945,20.2902,8000
AIXI,D,20231017,2.0681,2.175,1.93,1.975,97300
AKAM,D,20231017,107.3,108.32,107.18,107.64,1193800
AKAN,D,20231017,0.54,0.5497,0.51,0.521,89000
AKBA,D,20231017,0.9048,0.9594,0.9002,0.9073,1561700
AKLI,D,20231017,0.4596,0.5144,0.4596,0.4901,22800
AKRO,D,20231017,14.38,15.0185,14.325,14.38,1271700
AKTS,D,20231017,0.7885,0.8425,0.7657,0.8162,558600
AKTX,D,20231017,3.25,3.41,3.25,3.41,800
AKU,D,20231017,0.18,0.1805,0.1608,0.171,386000
AKYA,D,20231017,3.45,3.83,3.45,3.7,168200
ALAR,D,20231017,3.79,3.9695,3.79,3.87,7700
ALBT,D,20231017,0.78,0.78,0.7501,0.7501,6200
ALCO,D,20231017,25.08,25.2899,24.84,25.06,28400
ALCY,D,20231017,10.35,10.35,10.34,10.34,204700
ALDX,D,20231017,1.8,1.96,1.75,1.84,4985800
ALEC,D,20231017,6.06,6.36,5.9,6.04,428400
ALGM,D,20231017,29.5,31.25,29.43,30.64,1456200
ALGN,D,20231017,270.93,278.3764,270.93,276.76,521900
ALGS,D,20231017,0.77,0.79,0.7,0.7296,38000
ALGT,D,20231017,73.91,75.86,73.91,74.52,135000
ALHC,D,20231017,7.85,8.11,7.56,7.59,1191000
ALIM,D,20231017,3.02,3.035,2.92,2.96,9300
ALKS,D,20231017,27.5,28.01,27.43,27.66,1523600
ALKT,D,20231017,17.59,18.82,17.5,18.55,834000
ALLK,D,20231017,1.95,2.059,1.93,1.98,610700
ALLO,D,20231017,3.22,3.3875,3.16,3.19,1121800
ALLR,D,20231017,0.725,0.7369,0.6901,0.702,75200
ALLT,D,20231017,2.15,2.17,2.03,2.14,139300
ALNT,D,20231017,29.5,30.52,28.84,29.87,38000
ALNY,D,20231017,166.45,170.38,164.94,165.98,1457300
ALOT,D,20231017,12.67,12.67,12.01,12.01,5900
ALPN,D,20231017,10.1,10.38,9.81,10.2,742700
ALPP,D,20231017,0.64,0.68,0.64,0.67,96200
ALRM,D,20231017,57.12,58.05,57.12,57.49,255900
ALRN,D,20231017,1.28,1.35,1.28,1.29,6800
ALRS,D,20231017,17.92,18.25,17.68,18.07,36500
ALSA,D,20231017,11.08,11.08,11.07,11.07,1200
ALSAW,D,20231017,0.0088,0.009,0.0073,0.0073,11100
ALT,D,20231017,2.75,2.86,2.63,2.64,964000
ALTI,D,20231017,6.86,7.08,6.66,6.89,59100
ALTO,D,20231017,4.06,4.4,4.02,4.33,954000
ALTR,D,20231017,64.64,65.32,64,64.32,399000
ALTU,D,20231017,10.14,10.1401,10.14,10.14,9600
ALTUW,D,20231017,0.0494,0.0495,0.0494,0.0495,500
ALTY,D,20231017,10.58,10.68,10.58,10.63,3800
ALVO,D,20231017,8.87,9.15,8.87,9.15,1900
ALVOW,D,20231017,1.85,1.95,1.85,1.95,1200
ALVR,D,20231017,1.72,1.76,1.65,1.69,554800
ALXO,D,20231017,9.14,9.4,8.33,8.5,623400
ALYA,D,20231017,1.65,1.67,1.64,1.65,9300
ALZN,D,20231017,0.207,0.2199,0.2009,0.208,179400
AMAL,D,20231017,16.82,17.41,16.82,17.28,147300
AMAM,D,20231017,10.01,10.8482,10.01,10.605,1638400
AMAT,D,20231017,139.13,142.79,136.81,142.72,5915900
AMBA,D,20231017,52.58,53.74,52.05,52.52,468300
AMCX,D,20231017,12.59,13.4,12.4909,13.01,356500
AMD,D,20231017,103.54,106.29,101.6601,105.14,49642100
AMDS,D,20231017,25.6,25.6,25.3306,25.3306,200
AMED,D,20231017,93.15,93.31,92.98,93.14,281000
AMEH,D,20231017,31.92,34.35,31.11,33.24,193200
AMGN,D,20231017,285.19,287.3399,282.5,284.42,2863100
AMID,D,20231017,26.13,26.2345,26.13,26.2345,80700
AMKR,D,20231017,22.84,23.44,22.61,23.02,1038100
AMLI,D,20231017,1.23,1.25,1.22,1.24,264500
AMLX,D,20231017,17.55,18.33,17.55,17.89,1061300
