<ticker>,<per>,<date>,<open>,<high>,<low>,<close>,<vol>
A,D,20231002,110.9,111.8,109.77,110.9,1569000
AA,D,20231002,28.69,29.33,28.33,28.84,4496000
AAC,D,20231002,10.76,10.76,10.74,10.75,441300
AAC.T,D,20231002,0.24,0.24,0.24,0.24,2000
AAC.W,D,20231002,0.66,0.7,0.625,0.63,37500
AACT,D,20231002,10.28,10.28,10.265,10.27,17000
AAI-B,D,20231002,19.75,19.7798,19.69,19.69,600
AAI-C,D,20231002,23.87,23.87,23.8,23.8,1900
AAIC,D,20231002,4.26,4.3,4.16,4.22,78600
AAIN,D,20231002,23.44,23.44,23.22,23.22,300
AAN,D,20231002,10.49,10.57,9.935,9.97,330200
AAP,D,20231002,56.11,56.1536,53.88,53.94,1732600
AAT,D,20231002,19.41,19.41,18.85,19.04,272400
AB,D,20231002,30.35,30.79,30.3132,30.38,213100
ABBV,D,20231002,148.47,148.86,146.72,148.25,3827800
ABEV,D,20231002,2.57,2.576,2.53,2.55,11026800
ABG,D,20231002,230.41,232.895,216.875,218.85,175300
ABM,D,20231002,39.87,40.06,39.56,39.86,590000
ABR,D,20231002,15.13,15.15,14.36,14.41,3557600
ABR-D,D,20231002,17.815,17.985,17.5,17.6167,14500
ABR-E,D,20231002,17.75,17.75,17.4,17.4,5200
ABR-F,D,20231002,18.59,18.84,18.13,18.2,22300
ABT,D,20231002,95.76,95.89,94.53,95.73,4349200
AC,D,20231002,36.4,36.44,36.25,36.28,3500
ACA,D,20231002,71.22,71.79,69.89,70.34,390000
ACCO,D,20231002,5.7,5.8,5.36,5.38,721800
ACEL,D,20231002,10.92,10.96,10.64,10.81,387100
ACH.W,D,20231002,1.23,1.35,1.1001,1.16,18800
ACHR,D,20231002,5.08,5.195,4.8,4.84,4443500
ACI,D,20231002,22.71,22.79,22.61,22.63,3790300
ACM,D,20231002,82.73,83.03,80.69,81.06,492100
ACN,D,20231002,307.57,308.46,305.11,308.26,2063300
ACP,D,20231002,6.8,6.8215,6.63,6.69,463100
ACP-A,D,20231002,22.79,22.79,22.2937,22.2937,700
ACR,D,20231002,8.21,8.29,8.21,8.29,5800
ACR-C,D,20231002,21.91,21.91,21.75,21.79,8600
ACR-D,D,20231002,18.32,18.5582,18.25,18.25,1500
ACR.W,D,20231002,0.0402,0.05,0.0402,0.0451,15000
ACRE,D,20231002,9.45,9.45,9.16,9.18,674400
ACRO,D,20231002,10.2729,10.2729,10.2729,10.2729,300
ACV,D,20231002,18.86,18.9899,18.57,18.65,42900
ADC,D,20231002,55.1,55.1,53.5,53.86,1066800
ADC-A,D,20231002,16.67,16.67,16.3007,16.33,8000
ADCT,D,20231002,0.9,0.9215,0.8051,0.8242,373400
ADM,D,20231002,74.8,75.17,73.51,74.2,2518700
ADNT,D,20231002,36.63,36.78,36.1,36.28,639700
ADT,D,20231002,5.99,6.07,5.93,6.02,2201900
ADX,D,20231002,16.59,16.6987,16.59,16.65,292100
AEE,D,20231002,74.55,74.6,70.48,71.13,2623200
AEFC,D,20231002,19.85,19.89,19.45,19.45,28700
AEG,D,20231002,4.81,4.82,4.73,4.74,925400
AEL,D,20231002,53.69,53.8,53.1,53.24,726100
AEL-A,D,20231002,22.56,22.56,22.36,22.52,14700
AEL-B,D,20231002,24.28,24.34,23.78,24.19,17500
AEM,D,20231002,44.59,44.66,43.4595,43.79,2882200
AENZ,D,20231002,2.6,2.65,2.6,2.65,2300
AEO,D,20231002,16.61,16.66,16.35,16.5,4962900
AER,D,20231002,62.17,62.48,59.23,59.53,2070000
AES,D,20231002,15.08,15.13,14.095,14.16,9800300
AESC,D,20231002,61.26,61.26,57.52,57.58,92900
AESI,D,20231002,22.31,22.46,21.45,22.13,662800
AEV.W,D,20231002,0.04,0.0425,0.04,0.0425,9900
AEVA,D,20231002,0.77,0.7877,0.7212,0.7237,973000
AFB,D,20231002,9.35,9.49,9.35,9.37,91900
AFG,D,20231002,111.79,111.93,109.82,109.98,280100
AFGB,D,20231002,22.9,22.9,22.66,22.875,3900
AFGC,D,20231002,19.97,20.13,19.7001,20.13,6700
AFGD,D,20231002,21.67,21.745,21.55,21.59,8500
AFGE,D,20231002,17.69,17.69,17.25,17.25,10000
AFL,D,20231002,76.63,76.84,75.72,76.47,2333300
AFT,D,20231002,13.5,13.5,13.26,13.28,84700
AG,D,20231002,5.02,5.08,4.84,4.95,7097800
AGCO,D,20231002,118.08,119.4599,116.67,117.51,398600
AGD,D,20231002,8.64,8.64,8.5301,8.56,89100
AGI,D,20231002,11.13,11.19,10.86,10.92,2526600
AGL,D,20231002,17.6,18.5,17.55,18.11,2300000
AGM,D,20231002,154.07,154.39,150.71,151.42,52300
AGM-C,D,20231002,25,25.04,24.85,24.97,1500
AGM-D,D,20231002,22.19,22.19,21.7,21.7001,2400
AGM-E,D,20231002,22.15,22.25,22,22,2300
AGM-F,D,20231002,20.13,20.39,19.5,19.5,10600
AGM-G,D,20231002,18.51,18.6,18.1901,18.2401,6500
AGO,D,20231002,60.29,60.29,59.11,59.33,250300
AGR,D,20231002,29.9,29.9,27.91,28.36,1646600
AGRO,D,20231002,11.25,11.36,11,11.16,741600
AGS,D,20231002,6.54,6.75,6.41,6.67,263400
AGTI,D,20231002,6.5,6.52,6.25,6.27,521500
AGX,D,20231002,45.55,45.95,45.14,45.54,122700
AHH,D,20231002,10.23,10.36,10.17,10.27,626100
AHH-A,D,20231002,20.96,21,20.75,20.75,8700
AHL-C,D,20231002,25.59,25.59,25.08,25.25,11100
AHL-D,D,20231002,19.19,19.19,18.9,19.12,11000
AHL-E,D,20231002,18.09,18.4099,18.0601,18.25,12900
AHT,D,20231002,2.36,2.47,2.36,2.43,272100
AHT-D,D,20231002,10.76,11,10.62,10.64,8200
AHT-F,D,20231002,9.7111,9.98,9.4287,9.4287,2800
AHT-G,D,20231002,9.93,9.96,9.47,9.47,2500
AHT-H,D,20231002,10.4,10.45,9.825,9.825,4300
AHT-I,D,20231002,10.01,10.01,9.455,9.455,6000
AI,D,20231002,25.72,25.86,24.44,24.7,4860900
AIC,D,20231002,24.25,24.25,24.11,24.25,1500
AIF,D,20231002,13.36,13.36,13.08,13.09,134400
