<ticker>,<per>,<date>,<open>,<high>,<low>,<close>,<vol>
A,D,20230711,118.3,118.98,117.64,118.48,1096700
AA,D,20230711,33.6,34.87,33.33,34.69,5218400
AAC,D,20230711,10.55,10.59,10.55,10.58,139100
AAC.T,D,20230711,0.29,0.3,0.28,0.3,4600
AAC.U,D,20230711,10.754,10.754,10.754,10.754,400
AAC.W,D,20230711,0.8498,0.8699,0.8498,0.8499,15300
AACT,D,20230711,10.15,10.17,10.15,10.16,54000
AAI-B,D,20230711,19.01,19.01,19.01,19.01,300
AAI-C,D,20230711,22.95,23.0537,22.95,23.04,1600
AAIC,D,20230711,4.59,4.65,4.57,4.63,387600
AAIN,D,20230711,23.65,23.7299,23.61,23.7299,1800
AAM-A,D,20230711,22.82,23,22.6931,23,15000
AAM-B,D,20230711,22.83,23,22.75,23,14400
AAN,D,20230711,13.99,14.41,13.89,14.32,309400
AAP,D,20230711,69.16,70.84,69.16,70.12,1925400
AAT,D,20230711,20.11,20.595,19.96,20.54,295600
AB,D,20230711,31.79,32.1,31.43,31.78,400000
ABBV,D,20230711,134,135.76,133.68,135.57,5144800
ABC,D,20230711,192.87,193.83,192.1,193.22,671300
ABEV,D,20230711,2.97,3,2.9401,3,15806000
ABG,D,20230711,245.87,256.39,245.27,250.85,239800
ABM,D,20230711,41.96,42.62,41.64,42.54,504000
ABR,D,20230711,15.35,15.69,15.3205,15.69,3306200
ABR-D,D,20230711,18.65,18.74,18.56,18.74,35000
ABR-E,D,20230711,18.34,18.36,18.2999,18.36,8300
ABR-F,D,20230711,20.1,20.3,19.9,20.18,20800
ABT,D,20230711,107.02,107.68,106.77,107.5,3899700
AC,D,20230711,33.72,35.59,33.72,35.59,5400
ACA,D,20230711,76.63,77.1,76.13,77.09,148600
ACCO,D,20230711,5.67,5.77,5.61,5.67,695400
ACEL,D,20230711,10.58,10.72,10.51,10.7,170300
ACH.W,D,20230711,1.09,1.09,0.88,0.9,106500
ACHR,D,20230711,4.88,4.9,4.37,4.48,6411200
