<ticker>,<per>,<date>,<open>,<high>,<low>,<close>,<vol>
AACG,D,20231114,0.89,0.9494,0.89,0.89,5700
AACIU,D,20231114,10.81,10.81,10.81,10.81,100
AACIW,D,20231114,0.035,0.0491,0.035,0.0491,300
AADI,D,20231114,4.72,4.85,4.66,4.77,75500
AADR,D,20231114,50.9541,50.9541,50.9541,50.9541,100
AAL,D,20231114,12.15,12.3,12.04,12.25,35529800
AAME,D,20231114,1.72,1.78,1.6999,1.71,5800
AAOI,D,20231114,11.23,12.5495,10.88,12.28,5085000
AAON,D,20231114,60,64.33,59.71,64.06,573600
AAPB,D,20231114,26.2,26.54,26.2,26.36,26700
AAPD,D,20231114,20.77,20.925,20.73,20.82,106900
AAPL,D,20231114,187.7,188.11,186.3,187.44,60108300
AAPU,D,20231114,26.82,26.92,26.5505,26.77,152100
AAXJ,D,20231114,64.84,65.62,64.84,65.51,820300
ABAT,D,20231114,4.25,4.37,3.88,4.37,266400
ABCB,D,20231114,41.62,43.67,41.62,43,386900
ABCL,D,20231114,4.17,4.3653,4.15,4.33,1319500
ABCM,D,20231114,23.13,23.25,23.09,23.23,2826200
ABEO,D,20231114,4.73,4.75,4.14,4.25,129100
ABIO,D,20231114,1.77,1.79,1.7501,1.76,10800
ABL,D,20231114,6.95,6.95,5.75,6.0297,58000
ABLLW,D,20231114,0.3499,0.35,0.29,0.3291,124000
ABLV,D,20231114,1.75,1.7604,1.7,1.75,31100
ABLVW,D,20231114,0.0152,0.0154,0.0152,0.0154,1500
ABNB,D,20231114,122.36,127.12,121.51,126.68,8405200
ABOS,D,20231114,2.1,2.17,2.005,2.13,637300
ABSI,D,20231114,1.28,1.41,1.28,1.4,1901600
ABUS,D,20231114,1.81,1.88,1.78,1.88,1243500
ABVC,D,20231114,1.15,1.15,1.09,1.12,411200
ABVX,D,20231114,10.67,11.06,10.4,10.8,311100
ACAB,D,20231114,10.6,10.6,10.6,10.6,600
ACAC,D,20231114,11.04,11.04,11.04,11.04,200
ACAD,D,20231114,23.14,23.26,22.85,23.2,1670300
ACAH,D,20231114,10.52,10.815,10.52,10.6,9700
ACAHU,D,20231114,11.76,11.76,11.27,11.27,1100
ACB,D,20231114,0.48,0.4849,0.455,0.4664,9316000
ACCD,D,20231114,7.45,7.97,7.44,7.86,650000
ACDC,D,20231114,8.67,9.17,8.6,8.89,1228300
ACET,D,20231114,1.26,1.26,1.16,1.18,547900
ACGL,D,20231114,86.6,86.735,84.8404,85.5,1872600
ACGLN,D,20231114,19.48,19.48,19.0918,19.27,25800
ACGLO,D,20231114,22.37,22.49,22.2701,22.49,66800
ACHC,D,20231114,73.31,74.29,73.27,73.55,429900
ACHL,D,20231114,0.8299,0.8398,0.785,0.81,99400
ACHV,D,20231114,4.3,4.635,4.19,4.5,102900
ACIC,D,20231114,7.5,9.64,7.5,9.46,2174600
ACIU,D,20231114,2.99,2.99,2.8604,2.96,12300
ACIW,D,20231114,26.94,26.94,25.95,26.62,965400
ACLS,D,20231114,134.91,137.78,133.48,137.64,711300
ACLX,D,20231114,46,47.925,45.68,47.47,742400
ACMR,D,20231114,18.11,18.25,17.17,17.84,918500
ACNB,D,20231114,36,39.35,35.98,38.8,28900
ACNT,D,20231114,8.05,8.26,7.92,8.15,11900
