<ticker>,<per>,<date>,<open>,<high>,<low>,<close>,<vol>
AACG,D,20230802,1.34,1.36,1.31,1.36,8400
AACI,D,20230802,10.57,10.575,10.56,10.56,15100
AACIW,D,20230802,0.0693,0.0694,0.06,0.06,9100
AADI,D,20230802,5.22,5.32,5.09,5.26,225500
AADR,D,20230802,51.52,51.52,51.14,51.14,1800
AAL,D,20230802,16,16.11,15.775,15.95,29884500
AAME,D,20230802,1.8,1.84,1.67,1.76,12400
AAOI,D,20230802,6.81,7.5,6.62,7.39,2224900
AAON,D,20230802,104.91,107.088,104.56,106.54,285800
AAPB,D,20230802,29,29.1,28.6,28.74,11900
AAPD,D,20230802,20.06,20.378,20.04,20.29,190700
AAPL,D,20230802,195.04,195.18,191.8507,192.58,50389300
AAPU,D,20230802,29.11,29.11,28.48,28.64,156300
AAXJ,D,20230802,68.42,68.925,67.8,67.9,780100
ABCB,D,20230802,43.09,43.915,42.81,43.78,262200
ABCL,D,20230802,7.13,7.1966,6.83,6.94,2241400
ABCM,D,20230802,23.07,23.47,22.7,22.98,1582100
ABEO,D,20230802,3.35,3.42,3.17,3.2,108400
ABIO,D,20230802,2.05,2.05,2.04,2.05,11000
ABL,D,20230802,6.48,6.49,6.25,6.25,21400
ABLLW,D,20230802,0.249,0.249,0.2225,0.24,2000
ABNB,D,20230802,146.45,147.115,143.19,144.56,7030900
ABOS,D,20230802,7.2,7.29,6.96,7.1,758900
ABSI,D,20230802,2.13,2.13,1.93,1.96,540400
ABUS,D,20230802,2.15,2.185,2.07,2.08,483700
ABVC,D,20230802,3.45,3.5789,2.97,3.02,424500
ACAB,D,20230802,10.49,10.5,10.49,10.5,1700
ACAC,D,20230802,10.78,10.8034,10.78,10.795,5800
ACAD,D,20230802,28.75,29.53,28.71,29.2,1719600
ACAHW,D,20230802,0.0371,0.0372,0.0371,0.0371,700
ACAX,D,20230802,4.71,8.02,4.68,7.17,410200
ACAXR,D,20230802,0.3521,0.3918,0.34,0.39,532300
ACAXW,D,20230802,0.045,0.0783,0.0436,0.0489,108500
ACB,D,20230802,0.5695,0.59,0.5379,0.5505,5244100
ACBA,D,20230802,11.34,11.34,11.31,11.31,200
ACBAU,D,20230802,11.13,11.13,11.13,11.13,100
ACCD,D,20230802,14.57,14.68,14.135,14.4,409000
ACDC,D,20230802,12.65,12.6841,12.1,12.3,459000
ACDCW,D,20230802,0.006,0.0068,0.006,0.0068,900
ACER,D,20230802,0.84,0.85,0.7605,0.824,188300
ACET,D,20230802,2.5,2.53,2.385,2.48,307600
ACGL,D,20230802,77.01,78.15,76.8,77.36,1495200
ACGLN,D,20230802,19.09,19.09,18.7,18.93,13300
ACGLO,D,20230802,22.5,22.5099,22.17,22.4999,18300
ACGN,D,20230802,0.83,0.83,0.74,0.8119,78500
ACHC,D,20230802,78,79.33,78,78.775,485300
ACHL,D,20230802,1,1,0.9707,0.9725,33200
ACHV,D,20230802,5.56,5.67,5.47,5.57,36300
ACIU,D,20230802,2.88,2.89,2.73,2.77,90100
ACIW,D,20230802,23.05,23.15,22.56,22.61,396400
ACLS,D,20230802,193.28,194.45,185.37,189.02,768500
ACLX,D,20230802,33.91,34.82,32.96,34.2,439200
ACMR,D,20230802,12.48,12.5,11.9,11.99,774900
ACNB,D,20230802,34.14,35.33,34.14,35.07,23800
ACNT,D,20230802,9.09,9.41,8.93,9.25,11700
ACON,D,20230802,0.62,0.64,0.55,0.6099,74600
ACONW,D,20230802,0.0874,0.09,0.07,0.0874,4100
ACOR,D,20230802,14.93,15.9668,14.8,14.85,3500
ACRS,D,20230802,9.78,9.88,9.62,9.69,227400
ACRV,D,20230802,12.6,12.6,11.9001,11.98,6400
ACRX,D,20230802,1,1.0188,0.97,0.9999,26800
ACST,D,20230802,2.55,2.55,2.52,2.52,4400
ACT,D,20230802,28.39,29.74,28.07,28.18,423800
ACTG,D,20230802,3.98,4.05,3.97,4.01,93700
ACVA,D,20230802,17.38,17.38,16.78,17.06,733700
ACWI,D,20230802,97.76,97.83,96.92,97.07,5789000
ACWX,D,20230802,49.83,49.87,49.43,49.49,1605200
ACXP,D,20230802,1.98,2,1.9,1.99,26700
ADAG,D,20230802,1.35,1.4,1.35,1.35,18600
ADAP,D,20230802,0.9,0.92,0.88,0.881,381300
ADBE,D,20230802,539.32,539.99,526.5,530.3,2973100
ADD,D,20230802,1.21,1.232,1.15,1.232,12900
ADEA,D,20230802,12.15,12.235,12.02,12.09,708000
ADER,D,20230802,11.3,11.3,11.3,11.3,100
ADERW,D,20230802,0.1116,0.13,0.1116,0.13,13900
ADES,D,20230802,2.31,2.52,2.31,2.49,140600
ADI,D,20230802,198.09,198.155,191.87,192.46,3740800
ADIL,D,20230802,0.268,0.268,0.2326,0.245,883700
ADMA,D,20230802,4.1,4.11,3.99,4.05,1242700
ADMP,D,20230802,1.28,2.0899,1.28,1.33,24063200
ADN,D,20230802,0.84,0.8453,0.78,0.8098,470100
ADNWW,D,20230802,0.1012,0.1098,0.099,0.1098,21600
ADOC,D,20230802,11.29,11.34,11.29,11.33,2100
ADOCR,D,20230802,0.093,0.093,0.093,0.093,300
ADOCW,D,20230802,0.0162,0.0162,0.016,0.016,2400
ADP,D,20230802,245.05,248.32,245.05,247.36,1809100
ADPT,D,20230802,8.05,8.1,7.87,7.96,854000
ADSE,D,20230802,5.98,6.46,5.91,6.2,6900
ADSEW,D,20230802,0.5678,0.5735,0.5275,0.5275,2900
ADSK,D,20230802,209.45,209.83,203.6825,206.78,1386700
ADTH,D,20230802,1.61,1.61,1.56,1.57,118000
ADTN,D,20230802,9.63,9.64,9.37,9.39,852000
ADTX,D,20230802,0.393,0.4059,0.3901,0.396,80600
ADUS,D,20230802,93,95.84,93,95.52,102500
ADV,D,20230802,2.61,2.63,2.565,2.6,248200
ADVM,D,20230802,2.15,2.255,2.09,2.1,407100
ADVWW,D,20230802,0.2221,0.2221,0.16,0.17,20300
ADXN,D,20230802,0.563,0.563,0.531,0.531,13600
AEAE,D,20230802,10.42,10.42,10.42,10.42,100
AEHL,D,20230802,0.6696,0.7067,0.645,0.6999,230700
AEHR,D,20230802,52.5,52.98,49.42,50.05,1000200
AEI,D,20230802,1.66,1.699,1.6201,1.655,30300
AEIS,D,20230802,124,125.305,122.635,123.18,389200
AEMD,D,20230802,0.355,0.3701,0.336,0.3424,141700
AENT,D,20230802,1.97,2.05,1.9,2.04,14400
AEP,D,20230802,83.89,84.84,83.7,84.5,3160700
AEPPZ,D,20230802,49.4719,49.6291,49.4719,49.62,153000
AEY,D,20230802,0.6196,0.648,0.5872,0.6344,69000
AEYE,D,20230802,5.25,5.25,4.75,5.24,29300
AEZS,D,20230802,2.83,2.99,2.79,2.97,5900
AFBI,D,20230802,13.71,13.76,13.71,13.76,300
AFCG,D,20230802,13.87,13.8782,13.38,13.49,138900
AFIB,D,20230802,0.696,0.7188,0.68,0.704,37500
AFMD,D,20230802,0.58,0.6174,0.537,0.57,734700
AFRI,D,20230802,10.91,11.324,10.855,10.97,11900
AFRIW,D,20230802,0.83,0.83,0.83,0.83,400
AFRM,D,20230802,18.68,18.9,17.1,17.77,15840100
AFYA,D,20230802,15.95,16.0843,15.55,15.55,111900
AGAE,D,20230802,0.95,0.9888,0.92,0.98,70100
AGBA,D,20230802,1.19,1.21,1.15,1.16,189300
AGBAW,D,20230802,0.0353,0.0403,0.0353,0.0403,600
AGEN,D,20230802,1.47,1.47,1.42,1.45,3491800
AGFY,D,20230802,3.19,3.219,2.9895,3.08,25400
AGIL,D,20230802,0.8299,0.85,0.751,0.8477,58100
AGILW,D,20230802,0.0676,0.0676,0.06,0.06,1100
AGIO,D,20230802,26.4,26.4,25.65,25.98,386000
AGLE,D,20230802,0.535,0.5676,0.53,0.5523,572000
AGNC,D,20230802,10.04,10.08,9.89,10.04,14010300
AGNCL,D,20230802,22.36,22.54,22.36,22.5,10600
AGNCM,D,20230802,22.82,23.2275,22.7,23.13,19600
AGNCN,D,20230802,25.57,25.67,25.4201,25.67,20900
AGNCO,D,20230802,23.05,23.12,22.9856,23,42500
AGNCP,D,20230802,21.1,21.13,20.91,21.12,108400
AGNG,D,20230802,27.5,27.5,27.2807,27.29,2200
AGRI,D,20230802,0.1211,0.1224,0.111,0.1141,6329900
AGRIW,D,20230802,0.02,0.02,0.02,0.02,3300
AGRX,D,20230802,2.9069,2.9499,2.65,2.74,28800
AGYS,D,20230802,73.16,73.43,71.79,73.28,200200
AGZD,D,20230802,44.281,44.3373,44.0201,44.22,16100
AHCO,D,20230802,13.48,13.715,13.45,13.57,750000
AHG,D,20230802,0.29,0.29,0.2621,0.28,12100
AHI,D,20230802,4.02,5.1,3.71,4.14,32251100
AIA,D,20230802,61.37,61.37,60.69,60.8,16600
AIB,D,20230802,11,11,10.95,10.9501,16300
AIH,D,20230802,0.8601,0.9297,0.8601,0.9297,900
AIHS,D,20230802,0.54,0.6138,0.5357,0.56,26100
