<ticker>,<per>,<date>,<open>,<high>,<low>,<close>,<vol>
A,D,20231204,128.4,129.22,127.87,128.88,1543200
AA,D,20231204,27.28,27.93,26.765,26.81,4964900
AAC.T,D,20231204,0.18,0.18,0.1782,0.1782,1700
AACT,D,20231204,10.4,10.4,10.38,10.38,5300
AAI-B,D,20231204,20.1,20.5,20.1,20.14,4500
AAI-C,D,20231204,24.38,24.4214,24.3171,24.33,800
AAIC,D,20231204,4.73,4.78,4.71,4.72,91900
AAIN,D,20231204,23.4,23.67,23.29,23.49,3400
AAN,D,20231204,9.44,9.83,9.41,9.8,426900
AAP,D,20231204,54.12,55.995,53.81,55.63,1930700
AAT,D,20231204,21,21.48,21,21.35,391500
AB,D,20231204,28.99,29.31,28.46,28.46,390300
ABBV,D,20231204,143.41,145.49,143.27,144.15,4845400
ABEV,D,20231204,2.83,2.85,2.82,2.82,9295600
ABG,D,20231204,217.4,222.72,216.75,222.71,146600
ABM,D,20231204,41.93,43.01,41.93,42.91,288500
ABR,D,20231204,13.42,13.86,13.4,13.86,6142400
ABR-D,D,20231204,17.28,17.45,17.13,17.29,41100
ABR-E,D,20231204,17.1,17.3005,17.098,17.2,8100
ABR-F,D,20231204,19.23,19.35,19.2,19.26,33200
ABT,D,20231204,104.41,105.505,104.3,105.19,4717600
AC,D,20231204,33.32,33.6814,33.02,33.41,34700
ACA,D,20231204,74.87,76.53,74.87,76.4,131700
ACCO,D,20231204,5.47,5.49,5.4,5.41,529400
ACEL,D,20231204,10.12,10.24,10.05,10.1,338700
ACH.W,D,20231204,1.48,1.55,1.455,1.55,24000
ACHR,D,20231204,6.28,6.54,6.2,6.51,6175700
ACI,D,20231204,21.99,22.11,21.75,21.79,2722400
ACM,D,20231204,89.15,90.63,88.89,90.6,827600
ACN,D,20231204,335.19,338.81,334.17,336.43,2349400
ACP,D,20231204,6.28,6.33,6.2601,6.33,359700
ACP-A,D,20231204,22.46,22.9587,22.37,22.37,3900
ACR,D,20231204,7.61,8.2333,7.61,7.9,495700
ACR-C,D,20231204,22.56,22.6996,22.42,22.6996,7300
ACR-D,D,20231204,20.48,20.5555,20.31,20.31,3700
ACR.W,D,20231204,0.0105,0.0199,0.0105,0.0199,350
ACRE,D,20231204,10.28,10.38,10.23,10.29,424100
ACRO,D,20231204,10.35,10.355,10.34,10.34,400
ACV,D,20231204,20,20.23,19.975,20.07,31200
ADC,D,20231204,60.01,61.61,60.01,61.5,1270600
ADC-A,D,20231204,18.1,18.2,17.85,17.93,18200
ADCT,D,20231204,1.09,1.1737,1,1.11,856100
ADM,D,20231204,74.58,75.57,74.42,74.63,4183800
ADNT,D,20231204,33.2,33.66,33.14,33.4,1740500
ADT,D,20231204,6.13,6.37,6.11,6.22,3462000
ADX,D,20231204,17,17.04,16.92,16.98,221300
AEE,D,20231204,78.42,79.32,78.16,78.53,1929300
AEFC,D,20231204,21.01,21.13,20.8,20.99,39600
AEG,D,20231204,5.5,5.525,5.485,5.5,735600
