<ticker>,<per>,<date>,<open>,<high>,<low>,<close>,<vol>
A,D,20230803,127.3,127.355,124.97,125.05,1742600
AA,D,20230803,34,34.69,33.51,34.5,4244900
AAC,D,20230803,10.63,10.65,10.63,10.65,51700
AAC.U,D,20230803,10.81,10.81,10.81,10.81,3100
AAC.W,D,20230803,0.9,0.92,0.89,0.89,78100
AACT,D,20230803,10.18,10.18,10.18,10.18,200000
AAI-C,D,20230803,23.4,23.4475,23.4,23.4,2100
AAIC,D,20230803,4.51,4.53,4.43,4.43,289100
AAM-A,D,20230803,23.65,23.7382,23.5304,23.6,8600
AAM-B,D,20230803,24.25,24.64,23.1399,24.2546,12300
AAN,D,20230803,14.12,14.19,13.04,13.15,295300
AAP,D,20230803,70.13,72.05,69.06,72.03,2782900
AAT,D,20230803,22.16,22.37,21.89,22.31,294900
AB,D,20230803,32.35,32.6099,32.2,32.45,196500
ABBV,D,20230803,148.96,149.36,148.18,149.05,4674300
ABC,D,20230803,192.5,194.37,190.71,191.36,1640900
ABEV,D,20230803,3.08,3.11,2.94,2.95,23072500
ABG,D,20230803,225.72,225.72,221.98,224.43,171200
ABM,D,20230803,45.75,45.75,45.07,45.42,268000
ABR,D,20230803,16.34,16.52,16.17,16.48,2636800
ABR-D,D,20230803,18.75,19,18.75,19,4900
ABR-E,D,20230803,19.17,19.17,19.17,19.17,400
ABR-F,D,20230803,20.32,20.35,20.1601,20.2,4500
ABT,D,20230803,107.71,108.31,107.14,107.54,4947800
AC,D,20230803,36.8,37.2,36.8,36.9,4600
ACA,D,20230803,76.15,76.61,74.94,76.02,296500
ACCO,D,20230803,6.1,6.18,6.05,6.1,323300
ACEL,D,20230803,11.02,11.15,10.89,11.15,269600
ACH.W,D,20230803,1.65,1.71,1.61,1.63,10200
ACHR,D,20230803,6.29,6.38,6.01,6.04,4302800
ACI,D,20230803,21.71,22.03,21.68,21.95,2297800
ACM,D,20230803,86.97,87.73,86.37,86.82,689100
ACN,D,20230803,316.08,318.36,314.145,317.13,1355800
ACP,D,20230803,6.88,6.88,6.81,6.84,190700
ACP-A,D,20230803,24.1,25.05,23.4864,24.425,13200
ACR,D,20230803,8.86,8.97,8.42,8.48,31300
ACR-C,D,20230803,22.05,22.4646,22.05,22.4,13700
ACR-D,D,20230803,20.8,20.8,20.38,20.58,4000
ACR.W,D,20230803,0.14,0.1448,0.13,0.13,5600
ACRE,D,20230803,10.43,10.69,10.38,10.58,997700
ACRO,D,20230803,10.16,10.16,10.1568,10.16,1500
ACV,D,20230803,20.25,20.2838,20.01,20.11,19400
ADC,D,20230803,64.05,64.69,63.4,64.5,1225400
ADC-A,D,20230803,17.78,17.78,17.55,17.5869,3400
ADCT,D,20230803,1.49,1.51,1.46,1.49,237100
ADM,D,20230803,84.49,85.505,84.29,84.97,2134200
ADNT,D,20230803,43.62,45.47,43.36,44.59,1494800
ADT,D,20230803,6.23,6.4,6.2012,6.33,2554600
ADX,D,20230803,17.36,17.4175,17.32,17.38,155100
AEE,D,20230803,84.25,85.74,82.12,82.92,1705800
