<ticker>,<per>,<date>,<open>,<high>,<low>,<close>,<vol>
AACG,D,20240116,1.05,1.08,0.9413,1.05,10400
AACI,D,20240116,10.9,10.9,10.88,10.88,51500
AACIU,D,20240116,10.7,10.7,10.7,10.7,400
AACIW,D,20240116,0.02,0.02,0.0183,0.02,97800
AADI,D,20240116,1.72,1.74,1.63,1.64,425500
AADR,D,20240116,54.29,54.4523,54.11,54.11,1100
AAGR,D,20240116,0.93,0.96,0.67,0.8611,697600
AAGRW,D,20240116,0.0153,0.0153,0.0153,0.0153,800
AAL,D,20240116,13.08,13.2,12.78,13.19,55891500
AAME,D,20240116,2.63,2.6923,2.5,2.51,13300
AAOI,D,20240116,17.06,17.98,16.58,17.29,2419300
AAON,D,20240116,70.19,71.5,69.37,69.96,275200
AAPB,D,20240116,20.72,21.07,20.45,20.99,46000
AAPD,D,20240116,21.35,21.48,21.12,21.19,459600
AAPL,D,20240116,182.16,184.26,180.934,183.63,65603000
AAPU,D,20240116,25.14,25.5141,24.85,25.39,127600
AAXJ,D,20240116,63.4,63.4,62.795,62.86,546600
ABAT,D,20240116,3.5,3.6,3.26,3.28,678600
ABCB,D,20240116,49.98,50.61,49.635,49.9,315100
ABCL,D,20240116,5.34,5.34,4.96,5,1857000
ABCS,D,20240116,24.7,24.71,24.64,24.6513,13200
ABEO,D,20240116,5.21,5.24,5.1,5.2,152800
ABIO,D,20240116,1.61,1.65,1.61,1.61,25500
ABL,D,20240116,11.1,11.57,11,11.31,25700
ABLLL,D,20240116,25.41,25.55,25.37,25.39,8700
ABLLW,D,20240116,0.93,0.97,0.89,0.91,20700
ABLV,D,20240116,2.57,3.94,2.41,2.53,264800
ABLVW,D,20240116,0.0347,0.0369,0.0234,0.0234,3100
ABNB,D,20240116,135.9,136,133.67,135.02,5514700
ABOS,D,20240116,3.82,3.82,3.6,3.63,460500
ABSI,D,20240116,3.94,4.06,3.765,4.03,1821800
ABTS,D,20240116,1.05,1.13,1.05,1.0667,36600
ABUS,D,20240116,2.34,2.34,2.24,2.26,418100
ABVC,D,20240116,1.36,1.4,1.28,1.31,512600
ABVX,D,20240116,11.18,11.65,10.8,11.45,337700
ACAB,D,20240116,11.23,11.4,10.75,10.75,2300
ACABW,D,20240116,0.035,0.035,0.035,0.035,1000
ACAC,D,20240116,11.09,11.09,11.07,11.09,400
ACAD,D,20240116,28.61,29.175,28.24,28.95,1411900
ACAH,D,20240116,10.58,10.68,10.58,10.68,700
ACAHU,D,20240116,10.59,10.59,10.59,10.59,200
ACB,D,20240116,0.4581,0.465,0.446,0.4551,8017800
ACCD,D,20240116,13.72,13.72,12.495,13.23,1348800
ACDC,D,20240116,7.36,7.36,6.93,6.97,696700
ACET,D,20240116,3.37,3.4,2.8601,3,1121200
ACGL,D,20240116,78.53,78.63,77.5517,78.17,1468300
ACGLN,D,20240116,20.09,20.1,19.95,20.02,37500
ACGLO,D,20240116,23.3471,23.4794,23.2,23.36,23300
ACHC,D,20240116,85.65,85.71,83.98,84.82,563500
ACHL,D,20240116,0.9033,0.9033,0.8505,0.8808,77400
ACHV,D,20240116,4.32,4.39,4.1,4.25,34600
ACIC,D,20240116,9.98,10.1593,9.72,9.89,209500
ACIU,D,20240116,4.51,4.65,4.2533,4.3,101700
ACIW,D,20240116,29.82,30.2,29.16,30.05,648100
ACLS,D,20240116,118.15,122.24,116.17,119.63,1077500
ACLX,D,20240116,54.63,55.69,54.38,54.75,308300
ACMR,D,20240116,21.3,21.34,19.93,20.56,2101300
ACNB,D,20240116,43.35,43.35,40.97,41.05,37300
ACNT,D,20240116,10.6,10.8758,10.5,10.53,6500
ACON,D,20240116,3.18,3.6899,3.05,3.16,242700
ACONW,D,20240116,0.0251,0.0336,0.02,0.0336,11100
ACOR,D,20240116,16.8338,17.01,15.4001,16.79,1700
ACRS,D,20240116,1.06,1.25,1.0401,1.16,6040600
ACRV,D,20240116,4.81,4.97,4.36,4.44,32000
ACST,D,20240116,2.64,2.758,2.52,2.59,22500
ACT,D,20240116,28.1,28.1,27.59,27.7,155600
ACTG,D,20240116,3.66,3.83,3.66,3.73,132900
ACVA,D,20240116,13.72,13.925,13.65,13.86,528800
ACWI,D,20240116,100.79,100.98,100.225,100.56,5238500
ACWX,D,20240116,49.74,49.84,49.455,49.56,3863400
ACXP,D,20240116,4.67,5,4.45,4.75,196500
ADAG,D,20240116,3.2,3.8,3.0101,3.78,582500
ADAP,D,20240116,0.79,0.81,0.71,0.71,829800
ADBE,D,20240116,592.83,597.76,588.34,597.68,2126000
ADD,D,20240116,0.3355,0.3589,0.3105,0.349,143900
ADEA,D,20240116,11.15,11.279,11.11,11.17,340800
ADES,D,20240116,2.66,2.73,2.61,2.64,16700
ADI,D,20240116,187.85,189.37,185.45,187.79,2373500
ADIL,D,20240116,1.44,1.6284,1.42,1.49,36800
ADMA,D,20240116,4.97,4.985,4.91,4.93,1770400
ADN,D,20240116,0.1793,0.1831,0.168,0.175,1568800
ADNWW,D,20240116,0.0234,0.0278,0.0234,0.0254,27500
ADOCW,D,20240116,0.0098,0.0106,0.0097,0.0106,9400
ADP,D,20240116,235.13,235.89,233.29,235.28,1288800
ADPT,D,20240116,4.3,4.51,4.17,4.3,1816600
ADSE,D,20240116,6.95,7.14,6.65,6.86,12600
ADSEW,D,20240116,0.8923,0.8923,0.8923,0.8923,400
ADSK,D,20240116,240.28,242.68,240.13,241.5,1364800
ADTH,D,20240116,1.9,2.14,1.8,2.04,221200
ADTHW,D,20240116,0.075,0.075,0.075,0.075,1000
ADTN,D,20240116,7.05,7.32,7.05,7.29,734400
ADTX,D,20240116,5.08,5.195,4.4401,4.59,240700
ADUS,D,20240116,86.64,89.7,86.45,89.49,162100
ADV,D,20240116,3.9,3.9,3.695,3.74,527500
ADVM,D,20240116,0.8553,0.86,0.807,0.807,710700
ADVWW,D,20240116,0.088,0.088,0.088,0.088,1300
ADXN,D,20240116,6.9772,6.9772,6.9772,6.9772,400
AEAE,D,20240116,10.91,10.95,10.9,10.95,800
AEHL,D,20240116,1.88,2.11,1.88,2.11,25600
AEHR,D,20240116,17.3,18.3199,17.05,17.29,1855400
