<ticker>,<per>,<date>,<open>,<high>,<low>,<close>,<vol>
AACG,D,20230927,1.1301,1.19,1.13,1.1301,3800
AACIW,D,20230927,0.0736,0.0736,0.0736,0.0736,100
AADI,D,20230927,5.28,5.44,5.1801,5.22,79700
AADR,D,20230927,48.54,48.62,48.53,48.62,600
AAL,D,20230927,12.74,12.83,12.5,12.61,29983200
AAME,D,20230927,1.87,1.87,1.87,1.87,300
AAOI,D,20230927,9.88,10.4,9.87,10.28,1951200
AAON,D,20230927,55.5,57.12,55.5,56.87,370000
AAPB,D,20230927,23.11,23.11,22.45,22.73,13300
AAPD,D,20230927,22.5,22.945,22.49,22.78,461100
AAPL,D,20230927,172.62,173.04,169.05,170.43,66921800
AAPU,D,20230927,23.85,23.89,23.15,23.39,247000
AAXJ,D,20230927,63.5,63.56,63.05,63.35,376600
ABAT,D,20230927,9.7,9.73,8.52,8.75,325000
ABCB,D,20230927,37.4,37.745,37.075,37.23,266000
ABCL,D,20230927,4.73,5.02,4.685,4.71,1425800
ABCM,D,20230927,22.67,22.765,22.645,22.73,2352900
ABEO,D,20230927,4.05,4.2999,3.82,3.96,176000
ABIO,D,20230927,2.04,2.04,2.01,2.01,15300
ABL,D,20230927,6.82,7.3899,6.82,7.23,3000
ABLLW,D,20230927,0.32,0.3242,0.29,0.32,10400
ABLV,D,20230927,3.4,3.4315,3.31,3.31,16600
ABLVW,D,20230927,0.0255,0.0255,0.0255,0.0255,200
ABNB,D,20230927,133.8,134.9,131.22,134.03,3771300
ABOS,D,20230927,4.29,4.34,4.19,4.21,193000
ABSI,D,20230927,1.28,1.35,1.28,1.35,339800
ABUS,D,20230927,1.95,2.04,1.95,2.01,714100
ABVC,D,20230927,0.95,1.03,0.92,1,36000
ACAB,D,20230927,10.6,10.6,10.6,10.6,100
ACAD,D,20230927,23.68,26.31,23.19,25.58,4834900
ACAH,D,20230927,10.6,10.6,10.6,10.6,300
ACAHW,D,20230927,0.026,0.0261,0.026,0.0261,1600
ACAX,D,20230927,10.24,10.24,9.4,9.76,27500
ACAXR,D,20230927,0.25,0.25,0.23,0.23,19000
ACAXW,D,20230927,0.0564,0.0564,0.0564,0.0564,500
ACB,D,20230927,0.716,0.7578,0.6505,0.6671,17852800
ACBA,D,20230927,11.68,11.68,11.68,11.68,300
ACCD,D,20230927,10.52,10.87,10.46,10.71,418900
ACDC,D,20230927,10.76,11.46,10.76,11.4,804500
ACER,D,20230927,0.83,0.8499,0.8102,0.811,155200
ACET,D,20230927,1.44,1.51,1.43,1.44,204000
ACGL,D,20230927,81.25,81.46,80.25,81.08,1686900
ACGLN,D,20230927,18.4,18.4,17.989,18.21,44300
ACGLO,D,20230927,20.76,20.87,20.6169,20.87,28100
ACHC,D,20230927,68.34,69.1,67.625,68.69,321900
ACHL,D,20230927,0.8554,0.93,0.8366,0.9234,141100
ACHV,D,20230927,4.41,4.41,4.26,4.3,38800
ACIC,D,20230927,8.7,9.29,8.65,8.94,687800
ACIU,D,20230927,3.03,3.16,2.82,3,34600
ACIW,D,20230927,22.31,22.35,21.995,22.14,375900
ACLS,D,20230927,157.08,159.6,155.335,157.82,440300
ACLX,D,20230927,33.98,35.78,33.92,34.96,301200
ACMR,D,20230927,16.99,17.74,16.99,17.62,948700
ACNB,D,20230927,31.6,32.22,31.43,31.9,8200
ACNT,D,20230927,8.69,8.82,8.49,8.58,8500
ACON,D,20230927,0.35,0.3689,0.2636,0.3411,257600
ACONW,D,20230927,0.0829,0.0888,0.0829,0.0888,2600
ACOR,D,20230927,15.01,15.025,14.06,14.57,6200
ACRS,D,20230927,6.64,6.925,6.54,6.66,957100
ACRV,D,20230927,9.35,10.53,9.17,9.84,11100
ACRX,D,20230927,0.6,0.6109,0.561,0.565,277000
ACST,D,20230927,2.5,2.9599,2.44,2.77,509600
ACT,D,20230927,27.5,27.76,27.42,27.61,212200
ACTG,D,20230927,3.49,3.59,3.49,3.55,172100
ACVA,D,20230927,14.66,15.17,14.64,15.08,1162000
ACWI,D,20230927,92.38,92.46,91.32,92.06,2563100
ACWX,D,20230927,47.08,47.09,46.52,46.8,1780100
ACXP,D,20230927,1.47,1.5,1.35,1.41,44400
ADAG,D,20230927,1.45,1.53,1.4149,1.52,19300
ADAP,D,20230927,0.7348,0.82,0.7348,0.8,459100
ADBE,D,20230927,507.51,509.25,498.6955,502.6,3311100
ADD,D,20230927,1.39,1.475,1.3444,1.45,77500
ADEA,D,20230927,10.28,10.67,10.28,10.57,431000
ADES,D,20230927,1.53,1.7699,1.53,1.69,146500
ADI,D,20230927,172.99,174,170.65,172.81,2558200
ADIL,D,20230927,2.7,2.9999,2.7,2.86,65900
ADMA,D,20230927,3.56,3.62,3.515,3.59,1146300
ADN,D,20230927,0.4211,0.4417,0.4,0.4044,508100
ADNWW,D,20230927,0.05,0.0584,0.0473,0.0584,44500
ADOC,D,20230927,11.28,11.28,11.25,11.25,400
ADOCR,D,20230927,0.1151,0.1151,0.08,0.09,245100
ADP,D,20230927,238,243.6,236.83,242.63,2256200
ADPT,D,20230927,5.66,5.77,5.3511,5.64,2089900
ADSE,D,20230927,7.32,7.46,7.05,7.33,15600
ADSEW,D,20230927,0.82,0.82,0.81,0.82,2500
ADSK,D,20230927,202.06,203.64,200.09,202.28,1064900
ADTH,D,20230927,1.19,1.28,1.19,1.21,68100
ADTHW,D,20230927,0.0356,0.0356,0.0355,0.0355,3400
ADTN,D,20230927,8.15,8.18,7.9746,8.06,626300
ADTX,D,20230927,12.2,15.8799,12.1,13.04,166700
ADUS,D,20230927,85.1,85.39,83.64,84.14,38600
ADV,D,20230927,2.83,2.915,2.82,2.86,346100
ADVM,D,20230927,1.72,1.75,1.67,1.67,197200
ADVWW,D,20230927,0.24,0.24,0.2175,0.22,9900
ADXN,D,20230927,0.37,0.398,0.345,0.345,17000
AEAEW,D,20230927,0.0669,0.0669,0.0647,0.0647,3000
AEHL,D,20230927,3.31,3.36,3.14,3.28,12300
AEHR,D,20230927,43.9,45.91,43.9,45.43,549000
AEI,D,20230927,1.4,1.4,1.3579,1.39,3000
AEIS,D,20230927,99.67,100.93,98.69,100.09,266100
AEMD,D,20230927,0.22,0.2266,0.215,0.22,80400
AENT,D,20230927,1.12,1.2,1.03,1.2,7400
AEP,D,20230927,76.34,76.52,74.88,75.86,3454500
AEY,D,20230927,0.355,0.4,0.355,0.3819,15000
AEYE,D,20230927,4.93,5.15,4.8679,5.01,18800
AEZS,D,20230927,2.48,2.48,2.44,2.44,2400
AFAR,D,20230927,10.76,10.76,10.76,10.76,100
AFBI,D,20230927,15.32,15.4899,15.01,15.01,6500
AFCG,D,20230927,12.37,12.7,12.29,12.5,204500
AFIB,D,20230927,0.6796,0.7,0.67,0.67,56600
AFMD,D,20230927,0.48,0.4824,0.4613,0.475,543300
AFRI,D,20230927,11.41,11.45,11.4,11.42,2300
AFRM,D,20230927,20.14,20.5699,19.5782,20.26,10232000
AFYA,D,20230927,15.61,15.75,15.26,15.75,175700
AGAE,D,20230927,0.88,0.8825,0.86,0.865,34500
AGBA,D,20230927,0.6313,0.6499,0.6208,0.6499,47800
AGEN,D,20230927,1.15,1.18,1.12,1.17,2440800
AGFY,D,20230927,2.4881,2.4881,2.1075,2.21,27400
AGIL,D,20230927,0.1436,0.148,0.135,0.146,810100
AGILW,D,20230927,0.01,0.01,0.007,0.0084,52000
AGIO,D,20230927,24.43,24.94,24.25,24.535,502500
AGLE,D,20230927,11.28,11.9439,11.06,11.49,15700
AGMH,D,20230927,1.56,1.62,1.5564,1.6,4200
AGNC,D,20230927,9.49,9.53,9.28,9.38,18309400
AGNCL,D,20230927,22.3,22.33,22.2,22.28,29500
AGNCM,D,20230927,24.2,24.2,24,24,25400
AGNCN,D,20230927,25.99,26.02,25.8701,25.98,24700
AGNCO,D,20230927,23.65,23.885,23.65,23.75,16700
AGNCP,D,20230927,22.0226,22.1313,21.9308,22.075,35200
AGNG,D,20230927,26.23,26.23,25.97,26.0441,41000
AGRI,D,20230927,0.1395,0.1395,0.111,0.1168,13301300
AGRIW,D,20230927,0.013,0.0199,0.013,0.0197,15300
AGRX,D,20230927,1.98,2.1,1.91,2.1,40300
AGYS,D,20230927,65.07,67,64.82,66.5,157000
AGZD,D,20230927,22.19,22.27,22.15,22.21,38400
AHCO,D,20230927,8.77,8.94,8.62,8.78,1042000
AHG,D,20230927,0.95,1.07,0.95,1.02,55300
AHI,D,20230927,3,3.03,2.57,2.88,1044300
AIA,D,20230927,55.18,55.23,54.7329,55.07,17800
AIB,D,20230927,12.08,12.08,11.95,11.9501,1900
AIBBR,D,20230927,0.1003,0.1003,0.1002,0.1002,500
AIBBU,D,20230927,11.55,11.55,11.55,11.55,500
AIH,D,20230927,0.79,0.7993,0.7292,0.7292,1200
AIHS,D,20230927,0.45,0.47,0.45,0.459,8400
AIMBU,D,20230927,10.67,10.67,10.67,10.67,100
AIMD,D,20230927,0.63,0.649,0.6,0.629,4500
AIP,D,20230927,6.21,6.31,6.08,6.25,111500
AIQ,D,20230927,26.67,26.77,26.36,26.66,310300
AIRG,D,20230927,3.725,3.9,3.685,3.78,16500
AIRR,D,20230927,51.48,52.1,51.48,51.8645,84900
AIRS,D,20230927,6.55,6.85,6.465,6.55,99200
AIRT,D,20230927,22.48,23,22.42,22.91,6500
AIRTP,D,20230927,22.6,22.6,20.01,20.26,1900
AIXI,D,20230927,1.83,1.94,1.73,1.75,53900
AKAM,D,20230927,106.67,107.67,106.36,106.96,1959500
AKAN,D,20230927,0.61,0.68,0.565,0.577,734700
AKBA,D,20230927,1.21,1.21,1.14,1.15,1159300
AKLI,D,20230927,0.5671,0.58,0.5371,0.55,18300
AKRO,D,20230927,45.58,47.5,45.215,46.86,826200
AKTS,D,20230927,0.7594,0.7959,0.75,0.7751,460400
AKTX,D,20230927,3.77,4.135,3.65,4.05,15300
AKU,D,20230927,0.1445,0.1599,0.1369,0.153,886900
AKYA,D,20230927,4.5,4.74,4.37,4.73,190400
ALAR,D,20230927,3.35,3.44,3.19,3.315,10600
ALBT,D,20230927,0.91,0.97,0.9,0.9,11600
ALCO,D,20230927,25.78,25.815,24.87,25.07,29200
ALCY,D,20230927,10.33,10.34,10.32,10.32,253300
ALDX,D,20230927,6.2,6.3,6.03,6.11,466900
ALEC,D,20230927,6.39,6.7,6.355,6.6,617000
ALGM,D,20230927,31.87,32.16,31.4,31.86,1393800
ALGN,D,20230927,300,303.93,297.1211,301.68,744200
ALGS,D,20230927,0.74,0.7562,0.7,0.7102,28500
ALGT,D,20230927,75.24,77.4,75.14,75.48,212600
ALHC,D,20230927,6.9,6.949,6.64,6.81,553100
ALIM,D,20230927,3.21,3.47,3.15,3.2,17700
ALKS,D,20230927,28.97,29.04,27.97,28.56,1201100
ALKT,D,20230927,17.68,18.1,17.52,18.07,232200
ALLK,D,20230927,2.34,2.5673,2.31,2.5,2090600
ALLO,D,20230927,3.4,3.505,3.365,3.39,1313900
ALLR,D,20230927,0.7562,0.8299,0.745,0.75,485300
ALLT,D,20230927,1.99,2.19,1.99,2.18,142900
ALNT,D,20230927,30.73,31.21,30.68,31.04,23000
ALNY,D,20230927,177.18,178.55,171.66,176.86,511600
ALOT,D,20230927,12.26,12.47,12.09,12.16,8800
ALPN,D,20230927,11.94,12.11,11.49,11.7,128100
ALPP,D,20230927,0.7024,0.73,0.7,0.7001,97300
ALRM,D,20230927,61.6,62.4,60.3,60.78,261900
ALRN,D,20230927,1.57,1.59,1.52,1.54,6200
ALRS,D,20230927,17.87,18.3599,17.87,18.1,31400
ALT,D,20230927,2.53,2.59,2.51,2.52,604200
ALTI,D,20230927,6.52,6.84,6.165,6.78,38700
ALTO,D,20230927,4.34,4.37,4.135,4.32,1445100
ALTR,D,20230927,61.3,61.3082,60,60.99,276500
ALTU,D,20230927,10.14,10.15,10.14,10.15,1600
ALTY,D,20230927,10.63,10.752,10.62,10.68,14900
ALVO,D,20230927,9,9.15,8.9,8.94,43500
ALVOW,D,20230927,1.59,1.59,1.58,1.58,1000
ALVR,D,20230927,2.27,2.37,2.2,2.22,476400
ALXO,D,20230927,4.99,4.99,4.66,4.76,89500
ALYA,D,20230927,1.59,1.6547,1.53,1.53,16700
ALZN,D,20230927,0.2,0.24,0.1975,0.233,431800
AMAL,D,20230927,17.36,17.49,17.13,17.37,55300
AMAM,D,20230927,10.53,10.9,10.3,10.9,263800
AMAO,D,20230927,10.75,10.8,10.75,10.75,4200
AMAT,D,20230927,135.22,136.07,133.1035,135.06,6296100
AMBA,D,20230927,51.62,51.96,50.29,50.78,510600
AMCX,D,20230927,10.85,11.19,10.85,11.11,432300
AMD,D,20230927,96.82,99.23,96.35,98.07,51261500
AMDS,D,20230927,27.3113,27.3113,27.3113,27.3113,100
AMED,D,20230927,93.7,94.19,93.05,93.25,696900
AMEH,D,20230927,30.46,31.12,30.46,30.8,111200
AMGN,D,20230927,271.73,273.61,266.76,268.98,2331900
AMID,D,20230927,25.8119,25.87,25.7968,25.7968,500
AMKR,D,20230927,22.4,22.76,22.325,22.63,995100
AMLI,D,20230927,1.41,1.43,1.355,1.39,208300
AMLX,D,20230927,18.93,19.24,18.69,18.7,976900
AMNB,D,20230927,37.54,37.99,37.34,37.67,12900
AMPG,D,20230927,1.82,1.84,1.71,1.71,46900
AMPH,D,20230927,45.8,46.535,45.7,46.5,377300
AMPL,D,20230927,11.15,11.58,11.11,11.5,693600
AMRK,D,20230927,29.39,29.81,28.74,29,427100
AMRN,D,20230927,0.85,0.93,0.8489,0.9163,2038800
AMSC,D,20230927,7.43,7.5226,7.3138,7.5,328400
AMSF,D,20230927,50.91,51.2455,50.2,50.41,61400
AMST,D,20230927,2.42,2.5223,2.42,2.47,7900
AMSWA,D,20230927,11.44,11.58,11.39,11.4,168400
AMTI,D,20230927,0.18,0.185,0.1666,0.1763,992800
AMTX,D,20230927,4.51,4.545,4.17,4.19,522000
AMWD,D,20230927,72.58,74.79,72.58,74.47,94700
AMZD,D,20230927,21.33,21.5501,21.1201,21.2688,70800
AMZN,D,20230927,125.76,127.48,124.13,125.98,66553400
AMZU,D,20230927,21.39,21.82,21.0227,21.49,165700
ANAB,D,20230927,18.27,18.75,18.205,18.47,149800
ANDE,D,20230927,50.97,52.173,50.97,51.95,117400
ANEB,D,20230927,3.03,3.06,3.03,3.06,1700
ANGH,D,20230927,0.6689,0.75,0.6689,0.701,4000
ANGHW,D,20230927,0.0293,0.0299,0.0251,0.0285,33000
ANGI,D,20230927,1.9,1.99,1.895,1.95,631700
ANGL,D,20230927,27.15,27.19,27,27.06,1559900
ANGO,D,20230927,7.3,7.39,7.165,7.24,353200
ANIK,D,20230927,18.54,19.19,18.54,19.17,128600
ANIP,D,20230927,58.72,60.6,58.72,60.23,93400
ANIX,D,20230927,3.28,3.41,3.25,3.25,45900
ANNX,D,20230927,2.46,2.485,2.35,2.37,112200
ANSS,D,20230927,296.25,298.105,292.74,294.34,516600
ANTE,D,20230927,1.07,1.07,0.97,0.97,1400
ANTX,D,20230927,15.15,16.14,14.69,15.83,84100
ANY,D,20230927,1.42,1.43,1.34,1.4,33500
ANZU,D,20230927,10.13,10.5,6.18,6.5,112100
ANZUU,D,20230927,10.36,10.38,9.38,9.38,900
ANZUW,D,20230927,0.1398,0.1398,0.095,0.095,11500
AOGO,D,20230927,10.65,10.65,10.65,10.65,1200
AONC,D,20230927,12.89,12.89,10.31,11.01,165700
AONCW,D,20230927,0.3,0.3,0.1725,0.29,38100
AOSL,D,20230927,28.7,29.15,28.44,28.79,87800
AOTG,D,20230927,28.4,28.68,28.3999,28.6496,1000
AOUT,D,20230927,9.65,9.77,9.55,9.55,12800
APA,D,20230927,41.93,42.95,41.4,42.38,4192100
APAC,D,20230927,11,11,11,11,300
APACW,D,20230927,0.0255,0.026,0.0198,0.0198,98800
APCX,D,20230927,3.04,3.22,3.04,3.17,60900
APCXW,D,20230927,0.65,0.65,0.65,0.65,100
APDN,D,20230927,1.21,1.33,1.21,1.23,41000
APEI,D,20230927,5.05,5.08,4.97,5.01,27000
APGE,D,20230927,20.7,21.52,20.03,21.46,91300
API,D,20230927,2.7,2.81,2.685,2.78,211200
APLD,D,20230927,5.75,6.11,5.711,6.06,4734700
APLM,D,20230927,3.83,3.97,3.81,3.88,4700
APLMW,D,20230927,0.054,0.054,0.054,0.054,400
APLS,D,20230927,42.86,43.03,35.06,38.835,9356800
APLT,D,20230927,2.23,2.64,2.18,2.64,1026600
APM,D,20230927,2.21,2.285,2.2,2.2508,4200
APOG,D,20230927,46.56,47.16,46.55,47.03,73900
APP,D,20230927,38.96,39.56,38.39,39.56,1734800
APPF,D,20230927,173.67,180.16,173.13,178.72,85500
APPN,D,20230927,42.76,43.63,42.27,43.16,177400
APPS,D,20230927,6.04,6.11,5.945,5.98,1157700
APRE,D,20230927,4.11,4.18,4.02,4.02,3100
APRN,D,20230927,5.91,6.03,5.74,5.755,91900
