<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
FRBA,20231013,11.36,11.435,11.23,11.26,26200
FRBN,20231013,10.83,10.85,10.83,10.845,13000
FRBNW,20231013,0.74,0.75,0.74,0.74,38400
FREE,20231013,3.23,3.35,3.2,3.29,173100
FREEW,20231013,0.1001,0.1525,0.062,0.1525,2500
FREQ,20231013,0.32,0.338,0.285,0.2952,37100
FRES,20231013,0.7575,0.7575,0.6251,0.677,7800
FRGI,20231013,8.47,8.49,8.47,8.47,80600
FRGT,20231013,0.385,0.39,0.3521,0.3774,169200
FRHC,20231013,84.7,85,83.94,84.34,174600
FRLN,20231013,3.13,3.6499,3.03,3.63,75400
FRME,20231013,28.15,28.19,27.24,27.3,135800
FRMEP,20231013,24.1522,24.1522,23.8,23.8,700
FROG,20231013,23.52,23.675,23.25,23.36,651100
FRPH,20231013,55.79,55.79,54.72,55.28,9200
FRPT,20231013,57.34,57.6599,56.07,56.96,509200
FRSH,20231013,17.93,17.93,17.525,17.74,1167100
FRST,20231013,8.15,8.15,7.91,7.92,17300
FRSX,20231013,1.93,2,1.9039,1.95,8900
FRTX,20231013,1.01,1.02,0.993,1.01,35000
FRZA,20231013,0.6891,0.6932,0.6349,0.64,37400
FSBC,20231013,19.96,20.1,19.415,19.46,22500
FSBW,20231013,29.1601,29.665,29.1601,29.38,6600
FSEA,20231013,6.69,6.71,6.66,6.66,4300
FSFG,20231013,15,15.02,14.86,15.02,1800
FSLR,20231013,148.67,152.265,147.34,147.92,1720200
FSTR,20231013,18.61,18.98,18.5501,18.77,12300
FSV,20231013,144.24,144.92,142.04,142.77,27500
FSZ,20231013,57.38,57.38,57.0916,57.1357,43900
FTA,20231013,64.37,64.48,63.7724,64.05,62000
FTAG,20231013,25.57,25.59,25.29,25.385,1800
FTAI,20231013,35.52,35.52,33.535,33.87,546900
FTAIM,20231013,24.54,24.58,24.54,24.58,500
FTAIN,20231013,22.8,22.915,22.61,22.61,2800
FTAIO,20231013,22.36,22.43,21.47,22.07,23100
FTAIP,20231013,23.48,23.48,22.56,22.61,23800
FTC,20231013,98.53,98.57,96.81,97.16,19600
FTCI,20231013,1.31,1.33,1.28,1.31,660300
FTCS,20231013,74.58,74.8396,74.11,74.48,309700
FTDR,20231013,30.56,30.88,30.53,30.79,542800
FTDS,20231013,42.04,42.05,41.84,41.84,14400
FTEK,20231013,1.1,1.1242,1.1,1.11,24100
FTEL,20231013,1.1101,1.17,1.0201,1.12,9900
FTFT,20231013,1.01,1.04,1.01,1.025,10600
FTGC,20231013,23.76,23.925,23.72,23.91,403100
FTGS,20231013,24.21,24.21,23.9602,24.04,16300
FTHI,20231013,20.72,20.72,20.45,20.51,68700
FTHM,20231013,3.63,3.905,3.5,3.54,13600
FTII,20231013,10.92,10.92,10.92,10.92,200
FTLF,20231013,19.25,20,19.25,19.56,4600
FTNT,20231013,56.61,58.05,56.07,57.76,11561200
FTQI,20231013,19.28,19.28,19.07,19.11,63700
FTRE,20231013,28.93,29.55,28.71,29.46,3507500
FTRI,20231013,12.76,12.76,12.6501,12.7013,138400
FTSL,20231013,45.74,45.76,45.64,45.71,113700
FTSM,20231013,59.57,59.57,59.54,59.57,3317200
FTXG,20231013,21.68,21.9,21.68,21.9,29900
FTXH,20231013,25.62,25.62,25.47,25.61,5500
FTXL,20231013,69.55,69.55,67.37,67.37,311700
FTXN,20231013,30.04,30.29,29.93,30.17,17600
FTXO,20231013,20.64,20.75,20.1652,20.25,23200
FTXR,20231013,27.6301,27.6301,27.15,27.1926,6300
FULC,20231013,3.86,3.93,3.78,3.89,267400
FULT,20231013,12.52,12.5799,12.02,12.08,1071100
FULTP,20231013,15.42,15.595,15.268,15.268,12700
FUNC,20231013,16.18,16.48,16.18,16.3,9700
FUND,20231013,7.38,7.53,7.34,7.35,17000
FUSB,20231013,8.36,8.36,8.35,8.35,400
FUSN,20231013,3.67,4.17,3.64,4.13,396900
FUTU,20231013,60.66,64.035,60.57,62.38,1567800
FUV,20231013,0.731,0.74,0.67,0.7324,35600
FV,20231013,44.65,44.65,43.66,43.79,135800
FVC,20231013,31.51,31.6029,30.78,30.985,11300
FVCB,20231013,11.65,11.695,11.5,11.65,14100
FWBI,20231013,0.3701,0.38,0.3334,0.3505,779500
FWONA,20231013,59.93,60.42,59.08,59.72,193500
FWONK,20231013,67.51,68.31,66.59,66.94,509600
FWRD,20231013,71.65,73.77,70.9,72.03,442800
FWRG,20231013,16.29,16.46,16.19,16.37,233100
FXNC,20231013,19,19.08,18.4,18.45,13000
FYBR,20231013,17.09,17.45,16.375,16.61,2384100
FYC,20231013,54.665,54.665,53.975,54.15,7200
FYT,20231013,45.747,45.7517,45.3836,45.3836,3600
FYX,20231013,79.27,79.27,77.5966,77.8321,11800
GABC,20231013,26.51,26.525,26.0727,26.18,34000
GAIA,20231013,2.85,2.88,2.8,2.8,3800
GAIN,20231013,12.65,12.73,12.59,12.59,71500
GAINL,20231013,25.11,25.2381,25.0413,25.2381,4400
GAINN,20231013,23.15,23.25,23.15,23.25,4800
GALT,20231013,2.04,2.04,1.9401,2.01,81700
GAMB,20231013,13.62,13.8773,13.06,13.3,94600
GAMC,20231013,10.55,10.55,10.55,10.55,200
GAMCU,20231013,10.34,10.34,10.34,10.34,100
GAME,20231013,2.05,2.0905,1.93,1.98,48800
GAN,20231013,1.12,1.16,1.1,1.11,115000
GANX,20231013,3.35,3.35,3.122,3.3,46700
GASS,20231013,5.27,5.299,5.13,5.18,122800
GATE,20231013,10.4,10.43,10.37,10.43,700
GBBK,20231013,10.5001,10.5001,10.5,10.5,8000
GBBKR,20231013,0.175,0.2,0.175,0.2,200
GBBKW,20231013,0.03,0.03,0.025,0.0286,21200
GBDC,20231013,14.3,14.45,14.2699,14.32,474400
GBIO,20231013,3.26,3.46,3.2,3.24,168800
GBNH,20231013,0.288,0.288,0.2601,0.28,31300
GBNY,20231013,8.25,8.25,8.04,8.04,1800
GCBC,20231013,24.15,24.15,24.15,24.15,3300
GCMG,20231013,7.82,7.895,7.75,7.86,127600
GCMGW,20231013,0.2855,0.3219,0.2855,0.3219,2700
GCT,20231013,9.28,9.34,8.59,8.69,476300
GCTK,20231013,0.24,0.2674,0.2313,0.2313,292600
GDC,20231013,2.45,2.59,2.315,2.39,30900
GDEN,20231013,34.15,34.47,33.05,33.61,114200
GDEV,20231013,3,3,2.8013,2.95,4200
GDHG,20231013,11.29,13.35,10.34,13.34,472300
GDNR,20231013,10.791,10.791,10.791,10.791,500
GDRX,20231013,5.42,5.44,5.15,5.31,965400
GDS,20231013,10.15,10.38,10.1231,10.19,277000
GDST,20231013,10.73,10.76,10.73,10.76,1100
GDSTW,20231013,0.0466,0.0482,0.0466,0.0482,600
GDTC,20231013,3.5199,3.5307,3.51,3.53,2600
GDYN,20231013,12.2,12.2,11.635,11.795,192800
GECC,20231013,9.53,9.7,9.35,9.7,20200
GECCM,20231013,24.78,24.9791,24.77,24.9791,1300
GECCO,20231013,24,24,24,24,300
GECCZ,20231013,24.7809,24.7809,24.7147,24.7147,200
GEG,20231013,1.95,1.95,1.8701,1.9,2600
GEGGL,20231013,21.45,22.58,21.43,22.58,1100
GEHC,20231013,66.13,67.64,66.06,67.12,1984200
GEN,20231013,17.31,17.375,17.04,17.12,2872300
GENE,20231013,0.75,0.75,0.67,0.6777,98300
GENK,20231013,10.2,10.3,9.705,9.86,11800
GENY,20231013,39.181,39.37,39.181,39.37,400
GEOS,20231013,13.48,13.74,13.018,13.3,56600
GERN,20231013,1.76,1.8,1.74,1.78,8401200
GEVO,20231013,1.11,1.11,0.97,1.02,8024500
GFAI,20231013,4.24,4.3699,4.1301,4.25,353200
GFAIW,20231013,0.2764,0.2898,0.1964,0.2302,21700
GFGF,20231013,21.96,21.96,21.96,21.96,100
GFS,20231013,57.21,57.38,55.19,55.65,997700
GGAL,20231013,12.15,12.3,11.89,11.93,500100
GGE,20231013,0.9949,1,0.97,0.9738,6400
GGLL,20231013,32.48,32.71,31.59,31.8,48600
GGLS,20231013,17.4535,17.7799,17.4535,17.72,55900
GGR,20231013,2.76,2.89,2.68,2.88,212700
GGROW,20231013,0.1621,0.1946,0.1621,0.175,86600
GH,20231013,26.5,27.28,26.31,27.03,1329000
GHIX,20231013,10.41,10.56,10.4,10.4,33900
GHIXW,20231013,0.13,0.1387,0.1101,0.1101,6500
GHRS,20231013,8.06,8.2894,7.7,8.08,40500
GHSI,20231013,7.01,7.01,7.01,7.01,700
GIFI,20231013,3.81,3.93,3.81,3.9,66400
GIGM,20231013,1.37,1.39,1.34,1.39,1300
GIII,20231013,23.91,23.93,23.22,23.4,428800
GILD,20231013,77.19,77.855,76.97,77.65,5651900
GILT,20231013,6.31,6.4109,6.13,6.18,63900
GIPR,20231013,4,4,3.8509,3.9309,5300
GLAD,20231013,9.55,9.69,9.52,9.61,271600
GLADZ,20231013,24.9999,25.0237,24.962,25,2100
GLBE,20231013,36,36.43,34.95,35.23,1120600
GLBS,20231013,2.12,2.35,2.02,2.24,321900
GLBZ,20231013,6.24,6.25,6.15,6.23,2700
GLDD,20231013,8.09,8.23,7.95,8.05,484900
GLDI,20231013,136,138.2644,136,138.09,4300
GLG,20231013,0.12,0.121,0.1116,0.1142,5200200
GLMD,20231013,0.4384,0.4499,0.41,0.41,21300
GLNG,20231013,23.99,24.24,23.875,24.09,817400
GLPG,20231013,34.87,35,34.26,34.72,77700
GLPI,20231013,46.34,46.5,45.92,46.18,752300
GLRE,20231013,11.19,11.19,11.075,11.12,53000
GLSI,20231013,8.79,8.9598,8.6,8.64,4900
GLTO,20231013,0.645,0.6466,0.6098,0.6175,198900
GLUE,20231013,4.8,4.89,4.61,4.83,127900
GLYC,20231013,1.25,1.42,1.24,1.42,356000
GMAB,20231013,32.34,32.49,31.8,32.28,915300
GMBL,20231013,0.079,0.079,0.0702,0.0765,8127100
GMBLP,20231013,4.87,4.9,4.5,4.75,1900
GMBLW,20231013,0.0201,0.0201,0.0201,0.0201,100
GMBLZ,20231013,0.0027,0.0055,0.0027,0.0054,900
GMDA,20231013,0.822,0.8335,0.8056,0.8098,606300
GMGI,20231013,2.6,2.63,2.51,2.6,27500
GMM,20231013,4.66,5.2,4.66,5.01,181600
GNFT,20231013,3.17,3.21,3.1022,3.21,2000
GNLN,20231013,0.58,0.6515,0.57,0.6515,64400
GNLX,20231013,20,20.995,19.685,20.86,86600
GNMA,20231013,41.46,41.55,41.4001,41.4602,36600
GNOM,20231013,9.65,9.74,9.57,9.72,25600
GNPX,20231013,0.3384,0.3409,0.3199,0.325,203900
GNSS,20231013,2.02,2.02,1.92,1.92,68800
GNTA,20231013,5.59,5.6,5.1001,5.59,4400
GNTX,20231013,31.42,31.68,30.965,31.04,1405800
GO,20231013,26.92,27.68,26.78,27.52,866000
GOCO,20231013,14.03,14.1521,12.7226,13.19,149700
GOEV,20231013,0.3392,0.345,0.3247,0.334,20014100
GOEVW,20231013,0.07,0.075,0.0506,0.075,272500
GOGL,20231013,7.99,8.04,7.9,7.98,965600
GOGO,20231013,11.4,11.48,11.26,11.28,242100
GOOD,20231013,12.12,12.12,11.84,11.91,115300
GOODN,20231013,20.4,20.4,20.2631,20.3177,1000
GOODO,20231013,17.67,17.67,17.42,17.465,6100
GOOG,20231013,140.65,141.34,137.97,138.58,19447500
GOOGL,20231013,139.38,140,136.615,137.36,23435500
GOSS,20231013,0.68,0.7054,0.6461,0.6461,749800
GOVI,20231013,26.71,26.71,26.6201,26.67,140000
GOVX,20231013,0.52,0.5642,0.52,0.54,180300
GOVXW,20231013,0.11,0.12,0.11,0.12,400
GP,20231013,3.22,3.22,3.04,3.12,28700
GPACU,20231013,10.85,10.9,10.85,10.87,2100
GPACW,20231013,0.0241,0.0372,0.0241,0.0372,2200
GPAK,20231013,1.31,1.4199,1.03,1.329,136400
GPCR,20231013,67.79,67.83,64.5,65.05,864700
GPP,20231013,13.58,13.6613,13.2501,13.33,47100
GPRE,20231013,27.08,27.1,25.78,25.87,1889200
GPRO,20231013,2.8,2.82,2.75,2.75,1158200
GRAB,20231013,3.44,3.46,3.36,3.42,25475200
GRCL,20231013,2.56,2.62,2.35,2.43,677000
GREE,20231013,3.9,4.05,3.6,3.73,64600
GREEL,20231013,5.73,6.12,5.4606,5.93,11400
GRFS,20231013,8.67,8.89,8.59,8.8,545100
GRI,20231013,1.47,1.58,1.47,1.49,12600
GRID,20231013,93.63,93.64,91.85,92.1,133500
GRIN,20231013,12.22,12.3999,11.75,12.2,79700
GRNQ,20231013,0.99,1.02,0.85,0.87,25500
GRNR,20231013,20.18,20.18,19.92,20.01,600
GROM,20231013,1.25,1.46,1.21,1.42,270200
GROMW,20231013,1.98,2,1.83,1.9,2400
GROW,20231013,2.84,2.8597,2.77,2.77,29200
GRPH,20231013,2.38,2.4,2.34,2.39,47300
GRPN,20231013,11.86,13.09,11.29,12.71,3243300
GRRR,20231013,0.8324,0.8399,0.821,0.8265,263600
GRTS,20231013,2.45,2.48,2.245,2.35,2624900
GRTX,20231013,0.2,0.2081,0.186,0.191,3420100
GRVY,20231013,65.99,66.385,64,64.72,14100
GRWG,20231013,2.6,2.635,2.54,2.56,475900
GSBC,20231013,48.49,48.57,47.14,47.14,32700
GSHD,20231013,69.74,70.11,68.36,69.35,167700
GSIT,20231013,2.27,2.4069,2.2403,2.32,60500
GSM,20231013,4.98,5.035,4.861,4.87,528700
GSMG,20231013,0.3401,0.352,0.34,0.34,43500
GSUN,20231013,0.7931,0.8251,0.71,0.7307,83300
GT,20231013,12.22,12.3328,11.94,12,1923900
GTBP,20231013,0.24,0.26,0.24,0.255,43800
GTEC,20231013,2.98,2.98,2.7001,2.74,40800
GTH,20231013,1.17,1.2,1.1459,1.19,616400
GTHX,20231013,1.13,1.18,1.09,1.14,371500
GTIM,20231013,2.94,3.0738,2.92,2.92,12500
GTLB,20231013,47.66,47.9088,45.45,45.69,1163500
GTR,20231013,21.34,21.3527,21.34,21.3527,1900
GTX,20231013,7.38,7.525,7.335,7.49,481200
GURE,20231013,1.7,1.7696,1.65,1.73,11700
GV,20231013,0.1563,0.1563,0.1411,0.142,432100
GVP,20231013,0.1975,0.1975,0.1837,0.195,154100
GWAV,20231013,0.6,0.605,0.576,0.59,132700
GWRS,20231013,9.68,10.19,9.68,10.15,29700
GXTG,20231013,22.7866,22.7866,22.58,22.58,42800
HA,20231013,4.95,4.97,4.78,4.91,1912000
HAFC,20231013,16.26,16.33,15.59,15.6,111200
HAIA,20231013,10.93,10.93,10.86,10.86,27600
HAIAU,20231013,11.01,11.022,11.01,11.01,6200
HAIAW,20231013,0.0598,0.0598,0.0598,0.0598,400
HAIN,20231013,10.31,10.425,10.15,10.3,1046400
HALL,20231013,2.01,2.05,2.01,2.05,600
HALO,20231013,36.44,36.705,35.89,36.55,585300
HARP,20231013,3.31,4.4999,3.2969,4.17,143800
HAS,20231013,55.39,56.19,54.88,55.99,1679200
HAYN,20231013,45.78,45.8,44.03,44.05,24700
HBAN,20231013,10.12,10.17,9.92,9.95,17412200
HBANL,20231013,22.36,22.61,22.05,22.31,44400
HBANM,20231013,18.545,18.6016,17.85,18.325,28100
HBANP,20231013,14.91,15.11,14.34,14.6,53400
HBCP,20231013,32.69,32.84,32.43,32.57,7700
HBIO,20231013,4.18,4.22,4.1,4.14,54200
HBNC,20231013,10.63,10.71,10.06,10.08,143600
HBT,20231013,18.28,18.28,17.88,17.91,16100
HCAT,20231013,8.67,8.72,8.32,8.35,613500
HCCI,20231013,45.47,45.49,45.45,45.47,491400
HCDI,20231013,1.32,1.39,1.32,1.39,13400
HCDIP,20231013,4.13,4.14,4.1,4.14,2900
HCDIW,20231013,0.0052,0.0052,0.0052,0.0052,91900
HCDIZ,20231013,0.005,0.005,0.0043,0.0045,270000
HCKT,20231013,23.16,23.22,22.44,22.6,97300
HCM,20231013,17.9,18.89,17.8,18.67,210600
HCOW,20231013,24.1389,24.1389,24.1389,24.1389,100
HCP,20231013,21.41,21.76,21.13,21.3,1986400
HCSG,20231013,9.82,10.11,9.79,10.05,1192000
HCTI,20231013,4.02,4.1,3.9,3.99,4600
HCVI,20231013,10.36,10.36,10.345,10.35,118200
HCVIU,20231013,10.38,10.41,10.37,10.38,600
HCWB,20231013,1.82,1.84,1.82,1.82,2100
HDSN,20231013,13.62,13.65,13.2107,13.45,585100
HEAR,20231013,8.61,8.8,8.36,8.66,148200
HEES,20231013,44.59,45.1,43.0901,43.41,318900
HELE,20231013,111.29,112.37,110.38,112.06,282700
HEPA,20231013,4.54,5.31,4.3,4.61,228900
HEPS,20231013,1.24,1.24,1.2,1.21,316900
HERD,20231013,34.57,34.57,34.31,34.36,3300
HERO,20231013,18.52,18.52,18.32,18.35,9100
HEWG,20231013,29.09,29.09,29.09,29.09,100
HFFG,20231013,3.83,4.21,3.75,3.88,30100
HFWA,20231013,16.66,16.66,16.06,16.07,110500
HGBL,20231013,3.21,3.3,3.1,3.17,135500
HHGC,20231013,11.56,11.56,11.45,11.45,9300
HHRS,20231013,12.59,12.89,12.59,12.89,223600
HHS,20231013,5.8599,5.8599,5.495,5.74,8100
HIBB,20231013,47.28,47.76,46.8,47.12,169900
HIFS,20231013,179.95,180,175.88,176.53,8300
HIHO,20231013,2.0199,2.0199,1.97,2.0199,1500
HIMX,20231013,5.75,5.75,5.59,5.63,379400
HISF,20231013,42.55,42.58,42.54,42.54,1000
HITI,20231013,1.45,1.58,1.43,1.54,143600
HIVE,20231013,2.93,2.96,2.83,2.86,841400
HKIT,20231013,1.73,1.86,1.73,1.78,80300
HLAL,20231013,42.48,42.51,41.89,42.04,21300
HLIT,20231013,10.01,10.11,9.53,9.66,3072800
HLMN,20231013,7.46,7.46,7.31,7.43,2038200
HLNE,20231013,87.28,88.19,85.38,85.86,133000
HLP,20231013,1.05,1.17,1.002,1.137,201300
HLTH,20231013,0.4239,0.45,0.4,0.41,144800
HLVX,20231013,11.5,11.965,11.21,11.81,40300
HMNF,20231013,18.85,18.95,18.8006,18.9,1100
HMST,20231013,6.39,6.47,6.15,6.17,209900
HNDL,20231013,18.93,19.1226,18.93,18.98,90900
HNNA,20231013,6.61,6.7131,6.4901,6.65,3200
HNNAZ,20231013,23.95,23.95,23.95,23.95,1100
HNRG,20231013,14.9,15,14.362,14.4,169300
HNST,20231013,1.1,1.16,1.06,1.15,545600
HNVR,20231013,17.97,17.97,17.97,17.97,500
HOFT,20231013,18.61,18.6343,18.01,18.28,18100
HOFV,20231013,2.95,2.95,2.685,2.82,126600
HOFVW,20231013,0.0236,0.0236,0.0236,0.0236,100
HOLI,20231013,20.69,20.7,20.22,20.41,136700
HOLO,20231013,0.7567,0.828,0.7505,0.7707,340000
HOLOW,20231013,0.0398,0.0398,0.0392,0.0392,800
HOLX,20231013,68.06,69.11,67.73,68.98,1752600
HON,20231013,184.85,184.85,182.36,183.56,2245600
HONE,20231013,9.7,9.73,9.39,9.41,76300
HOOD,20231013,9.3,9.365,9.12,9.14,5588900
HOOK,20231013,0.56,0.56,0.54,0.546,160200
HOPE,20231013,9.18,9.25,8.92,8.95,702400
HOTH,20231013,1.41,1.4238,1.3597,1.38,27400
HOUR,20231013,1.45,1.45,1.44,1.44,700
HOVNP,20231013,17.2764,17.3,17.2764,17.3,800
HOWL,20231013,2.32,2.3748,2.2601,2.31,9500
HPCO,20231013,0.3111,0.345,0.3111,0.3199,27600
HPK,20231013,16.89,17.39,16.6772,17.39,377000
HPKEW,20231013,8.1,9.91,8.1,8.9,4000
HQI,20231013,15.31,15.46,15,15,13800
HQY,20231013,76.55,76.62,74.07,74.5,705000
HRMY,20231013,23.74,23.74,18.6112,21.11,7125700
HROW,20231013,14.55,15.21,14.08,14.98,417100
HROWL,20231013,23.5,23.8,23.5,23.69,2600
HROWM,20231013,25.44,25.67,25.36,25.36,2600
HRTX,20231013,0.7596,0.7693,0.7192,0.7227,2365000
HRYU,20231013,4.69,4.87,4.41,4.87,9800
HRZN,20231013,12.45,12.45,12.121,12.2,177100
HSAI,20231013,9.94,9.9707,9.22,9.73,143700
HSCS,20231013,0.3822,0.42,0.37,0.3755,33300
HSDT,20231013,8.26,8.26,7.5,7.73,34500
HSIC,20231013,72.61,73.61,72.49,73.35,584800
HSII,20231013,25.98,26.06,25.28,25.48,49600
HSON,20231013,18.28,18.28,18.28,18.28,1300
HSPO,20231013,10.6,10.6,10.56,10.56,7000
HSPOU,20231013,10.79,11.1086,10.74,10.74,6300
HSPOW,20231013,0.0409,0.0409,0.0408,0.0408,200
HST,20231013,16.07,16.09,15.8,15.85,5167200
HSTM,20231013,22.44,22.5133,22.11,22.38,157600
HTBI,20231013,20.94,20.94,20.32,20.45,29100
HTBK,20231013,8.72,8.78,8.26,8.38,105900
HTCR,20231013,0.95,0.9899,0.9148,0.9375,9200
HTHT,20231013,35.55,36.06,34.905,35.36,1740600
HTIA,20231013,16.6,16.75,15.76,16.6,15900
HTIBP,20231013,17.6,17.84,17.5,17.7,16700
HTLD,20231013,14.99,15.15,14.7804,14.8,238600
HTLF,20231013,29.82,29.94,28.94,28.98,132500
HTLFP,20231013,23.5,23.5,23.5,23.5,500
HTOO,20231013,0.89,0.89,0.8025,0.841,113900
HTOOW,20231013,0.1312,0.148,0.0501,0.09,88700
HTZ,20231013,11.27,11.44,10.91,11.02,3119300
HTZWW,20231013,5.83,5.94,5.51,5.55,44100
HUBC,20231013,0.35,0.4366,0.35,0.435,10227600
HUBCW,20231013,0.0219,0.028,0.0217,0.0241,61400
HUBCZ,20231013,0.167,0.1781,0.16,0.17,1000
HUBG,20231013,78.24,78.9,77.11,77.42,123000
HUDA,20231013,10.65,10.65,10.64,10.64,31700
HUDAR,20231013,0.2401,0.2401,0.24,0.24,10800
HUDI,20231013,3.14,3.22,3.1,3.1,44400
HUGE,20231013,1.24,1.24,1.15,1.15,63200
HUIZ,20231013,1.095,1.1299,1.05,1.11,11100
HUMA,20231013,2.43,2.59,2.36,2.58,356400
HUMAW,20231013,0.491,0.695,0.471,0.68,7500
HURC,20231013,21.3,21.3,20.85,20.96,6300
HURN,20231013,104.31,104.42,102.995,103.49,41900
HUT,20231013,1.81,1.82,1.7,1.715,6628300
HWBK,20231013,15.7,15.89,15.7,15.89,700
HWC,20231013,36.09,36.09,34.67,34.85,612100
HWCPZ,20231013,22.06,23.49,22.06,22.4899,2300
HWEL,20231013,10.39,10.4,10.39,10.39,1800
HWKN,20231013,59.35,59.35,58.15,58.5,125600
HYDR,20231013,6.85,6.93,6.73,6.77,83000
HYFM,20231013,1.11,1.13,1.06,1.1,187400
HYLS,20231013,39.05,39.1,38.897,39,104600
HYMC,20231013,0.29,0.2975,0.28,0.2928,1502400
HYMCL,20231013,0.0199,0.025,0.0177,0.018,43400
HYMCW,20231013,0.0199,0.0199,0.0131,0.0188,140700
HYPR,20231013,1.84,1.9,1.75,1.77,104200
HYW,20231013,7.15,7.19,7.0225,7.19,11700
HYXF,20231013,42.77,42.795,42.57,42.58,4900
HYZD,20231013,21.05,21.1009,20.99,21.0151,172800
HYZN,20231013,1.21,1.21,1.2,1.21,172000
HYZNW,20231013,0.0725,0.0725,0.0725,0.0725,300
IAC,20231013,47,47.0884,46.355,46.8,732800
IART,20231013,37.92,38.39,37.875,38.27,769700
IAS,20231013,11.9,11.92,11.56,11.67,447900
IBB,20231013,121.37,121.945,120.7,121.63,2558400
IBBQ,20231013,19.71,19.71,19.605,19.71,900
IBCP,20231013,18.29,18.29,17.47,17.68,39300
IBEX,20231013,16.23,16.43,15.88,16.03,48000
IBKR,20231013,85.34,85.8525,84.7472,85.09,624800
IBOC,20231013,43.4,43.49,42.31,42.34,103600
IBOT,20231013,35.72,35.72,35.07,35.07,500
IBRX,20231013,1.27,1.36,1.25,1.31,1627200
IBTD,20231013,24.76,24.77,24.76,24.77,367000
IBTE,20231013,23.81,23.81,23.8,23.81,352400
IBTF,20231013,23.05,23.06,23.04,23.05,209700
IBTG,20231013,22.4413,22.4499,22.4237,22.435,85700
IBTH,20231013,21.81,21.81,21.7798,21.79,31700
IBTI,20231013,21.51,21.518,21.48,21.48,297100
IBTJ,20231013,20.95,20.95,20.92,20.935,26300
IBTK,20231013,18.863,18.863,18.8291,18.84,116900
IBTL,20231013,19.51,19.51,19.475,19.5,21100
IBTM,20231013,21.91,21.91,21.85,21.885,124800
IBTO,20231013,23.46,23.46,23.4262,23.46,7100
IBTX,20231013,39.14,40.25,37.665,37.79,168400
ICAD,20231013,1.76,1.85,1.71,1.71,60900
ICCC,20231013,4.99,5.03,4.82,5.02,4300
ICCH,20231013,16,16,16,16,100
ICCM,20231013,0.825,0.88,0.816,0.86,241500
ICCT,20231013,1.9,2.5,1.82,2.01,518400
ICFI,20231013,130.325,132.305,130.145,132,85400
ICG,20231013,7.98,8.4,7.2,7.68,2600
ICHR,20231013,30.09,30.09,29.2,29.33,217800
ICLK,20231013,1.81,2.02,1.81,1.93,12700
ICLN,20231013,14.17,14.22,13.98,14,3163300
ICLR,20231013,243.81,247.62,241.26,247.24,442500
ICMB,20231013,3.66,3.8,3.51,3.6973,29000
ICOP,20231013,23.42,23.42,23.1658,23.22,500
ICPT,20231013,18.94,18.94,17.015,18.2,7806200
ICU,20231013,0.58,0.5862,0.481,0.5189,5633700
ICUCW,20231013,0.0311,0.0349,0.0274,0.0274,26600
ICUI,20231013,109.47,110.96,107.06,108,179600
ICVX,20231013,6.49,6.7,6.39,6.47,156300
IDAI,20231013,1.6259,1.6259,1.5,1.52,31200
IDCC,20231013,81.61,81.91,79,80.1,255400
IDEX,20231013,2.46,2.5,2.29,2.37,176100
IDN,20231013,2.13,2.135,1.96,1.96,119900
IDXX,20231013,429.86,437.73,420.33,426.18,1031800
IDYA,20231013,27.53,27.565,24.5,24.99,1777500
IEF,20231013,91.32,91.355,91.06,91.24,9873600
IEI,20231013,113.08,113.09,112.88,112.98,2271800
IEP,20231013,17.88,18.12,17.65,18,499000
IESC,20231013,64.47,64.83,62.24,63.02,32000
IEUS,20231013,47.55,47.635,47.55,47.6,2400
IFBD,20231013,0.1143,0.115,0.1088,0.1118,4355400
IFGL,20231013,18.68,18.77,18.565,18.58,21300
IFRX,20231013,2.48,2.64,2.3,2.34,118100
IFV,20231013,17.6043,17.6279,17.4001,17.42,18100
IGF,20231013,42.61,42.86,42.45,42.65,377600
IGIB,20231013,48.52,48.545,48.37,48.42,2309100
IGIC,20231013,10.8,11.01,10.78,10.93,45300
IGMS,20231013,4.69,4.72,4.35,4.41,364700
IGOV,20231013,37.18,37.21,37.095,37.17,82000
IGSB,20231013,49.8,49.82,49.7,49.73,22366400
IGTA,20231013,10.64,10.64,10.64,10.64,1100
IGTAW,20231013,0.0782,0.0782,0.0782,0.0782,200
IHRT,20231013,2.57,2.64,2.55,2.63,436300
IHYF,20231013,21.18,21.18,21.12,21.12,100
III,20231013,4.35,4.35,4.19,4.21,109000
IIIV,20231013,20.01,20.14,19.63,19.65,65800
IINN,20231013,1.46,1.46,1.29,1.3167,25300
IINNW,20231013,0.2098,0.21,0.2097,0.21,29600
IJT,20231013,108.79,108.79,106.95,107.03,128300
IKNA,20231013,3.86,4.33,3.836,4.21,94600
IKT,20231013,0.8999,0.9649,0.8529,0.9412,122900
ILAG,20231013,0.8,0.89,0.76,0.89,8400
ILIT,20231013,17.8811,17.8811,17.82,17.83,900
ILMN,20231013,129.65,130.34,127.58,129.11,1549900
ILPT,20231013,2.59,2.6,2.5,2.51,319200
IMAB,20231013,1.32,1.395,1.3,1.34,483400
IMAQ,20231013,11.332,11.332,11.332,11.332,400
IMCC,20231013,0.6336,0.6495,0.5502,0.6291,42700
IMCR,20231013,48.42,50.37,47.805,50.19,254700
IMCV,20231013,60.31,60.35,59.72,59.97,26100
