<ticker>,<per>,<date>,<open>,<high>,<low>,<close>,<vol>
A,D,20240119,130.17,131.99,129.205,131.22,1523300
AA,D,20240119,26.73,27.38,26.345,27.36,6001900
AAC.T,D,20240119,0.1643,0.214,0.1643,0.214,800
AACT,D,20240119,10.5,10.5,10.46,10.47,103700
AAN,D,20240119,10.32,10.32,10.08,10.24,142600
AAP,D,20240119,62.49,63.85,60.89,63.75,1473800
AAT,D,20240119,22.39,23.03,22.03,23,454100
AB,D,20240119,32.77,33.61,32.555,33.57,229800
ABBV,D,20240119,163.91,164.87,162.6,164.77,5863100
ABEV,D,20240119,2.7,2.71,2.67,2.7,6367300
ABG,D,20240119,204.25,206.79,201.11,204.46,102200
ABM,D,20240119,42.05,42.12,40.99,41.74,245400
ABR,D,20240119,14.44,14.65,14.045,14.64,3232700
ABR-D,D,20240119,17.76,17.76,17.59,17.7,10900
ABR-E,D,20240119,17.7,17.7,17.43,17.49,4500
ABR-F,D,20240119,18.65,18.65,18.48,18.65,16300
ABT,D,20240119,113.63,114.86,113.46,114.69,6843200
AC,D,20240119,34.06,34.3007,33.8606,34.25,7300
ACA,D,20240119,78.65,79.59,77.4401,79.49,276800
ACCO,D,20240119,5.93,5.955,5.865,5.95,326900
ACEL,D,20240119,10.13,10.255,9.97,10.1,294200
ACH.W,D,20240119,0.8006,0.9299,0.8006,0.89,11000
ACHR,D,20240119,5.02,5.115,4.87,5.06,3438700
ACI,D,20240119,21.9,22.015,21.715,22,4617500
ACM,D,20240119,88.54,88.86,87.61,88.5,908900
ACN,D,20240119,361.53,364.82,360.12,363.9,2506500
ACP,D,20240119,6.86,6.86,6.805,6.85,442300
ACP-A,D,20240119,22.18,22.25,22.0526,22.25,2500
ACR,D,20240119,9.77,9.84,9.75,9.82,19200
ACR-C,D,20240119,23.57,23.97,23.555,23.9,11800
ACR-D,D,20240119,21.59,21.8301,21.59,21.7914,4400
ACRE,D,20240119,9.95,10.115,9.78,10.1,556500
ACV,D,20240119,21.33,21.74,21.24,21.48,43900
ADC,D,20240119,60.93,61.535,60.43,61.09,797700
ADC-A,D,20240119,18.44,18.51,18.2691,18.31,5700
ADCT,D,20240119,1.85,1.86,1.71,1.82,562700
ADM,D,20240119,68.76,68.81,68,68.19,5030200
ADNT,D,20240119,32.76,33.195,32.385,33.13,700000
ADT,D,20240119,6.18,6.29,6.1,6.27,1471900
ADX,D,20240119,17.65,17.86,17.585,17.85,171700
AEE,D,20240119,69.81,69.97,68.94,69.28,2365600
AEFC,D,20240119,21.44,21.735,21.32,21.66,15700
AEG,D,20240119,5.84,5.92,5.825,5.91,2755600
AEL,D,20240119,55.5,55.76,55.35,55.71,348900
AEL-A,D,20240119,22.48,22.759,22.45,22.75,43800
AEL-B,D,20240119,24.66,24.8835,24.65,24.75,7900
AEM,D,20240119,49.29,49.74,48.88,49.34,2717200
AEO,D,20240119,20.31,20.37,19.715,20.22,3787500
AER,D,20240119,74.82,75.66,74.2,75.65,1053500
AES,D,20240119,17.5,17.51,16.78,16.89,6380900
AESC,D,20240119,68.77,68.77,66.49,66.69,8900
AESI,D,20240119,16.81,16.86,16.255,16.36,743800
AEV.W,D,20240119,0.0775,0.0775,0.033,0.04,60000
AEVA,D,20240119,0.97,0.97,0.8701,0.9253,1167500
AFB,D,20240119,10.65,10.685,10.57,10.66,41600
AFG,D,20240119,119.13,119.745,118.445,119.39,254500
AFGB,D,20240119,23.88,24.23,23.85,24.23,5200
AFGC,D,20240119,22.01,22.4,21.88,22.4,5000
AFGD,D,20240119,23.12,23.67,23,23.67,13000
AFGE,D,20240119,19.01,19.32,18.905,19.19,3300
AFL,D,20240119,84.24,84.45,83.39,84.37,2250200
AFT,D,20240119,13.71,13.72,13.62,13.69,97300
AG,D,20240119,4.75,4.75,4.54,4.71,6803500
AGCO,D,20240119,115.84,117.68,114.81,117.66,416200
AGD,D,20240119,9.25,9.26,9.2,9.25,49400
AGI,D,20240119,12.4,12.4,11.99,12.18,2201200
AGL,D,20240119,6.76,6.87,6.36,6.37,7061200
AGM,D,20240119,184.25,186.25,182.5,185.63,47400
AGM-C,D,20240119,24.83,24.94,24.8,24.94,15600
AGM-D,D,20240119,23.7,24.04,23.665,23.9491,4500
AGM-E,D,20240119,23.5,23.9399,23.41,23.695,4100
AGM-F,D,20240119,20.94,21.09,20.83,21.09,7000
AGM-G,D,20240119,19.26,19.42,19.2501,19.39,5100
AGO,D,20240119,78,79.57,77.98,79.4,521100
AGR,D,20240119,31.06,31.11,30.57,30.99,1205200
AGRO,D,20240119,10.1,10.165,9.9398,10.13,606100
AGS,D,20240119,8.14,8.27,7.97,8.2,174100
AGTI,D,20240119,6.97,6.97,6.575,6.91,306100
AGX,D,20240119,46.52,46.52,45.47,45.7,54600
AHH,D,20240119,12.19,12.2,12.05,12.16,317600
AHH-A,D,20240119,23.99,23.99,23.8405,23.8999,1900
AHL-C,D,20240119,25.39,25.59,25.39,25.59,24100
AHL-D,D,20240119,19.98,20,19.81,20,10900
AHL-E,D,20240119,19.3,19.41,19.15,19.37,7200
AHT,D,20240119,1.43,1.475,1.34,1.47,554700
AHT-D,D,20240119,13.35,13.35,13,13.27,6000
AHT-F,D,20240119,11.0199,11.1499,11.0199,11.1499,800
AHT-G,D,20240119,12.46,13.2531,12.4592,12.55,500
AHT-H,D,20240119,12.23,12.23,10.5949,10.5949,700
AHT-I,D,20240119,11.05,11.2999,10.875,11.2999,4000
AI,D,20240119,24.35,24.83,23.73,24.81,7137300
AIF,D,20240119,14.49,14.55,14.42,14.52,114800
AIG,D,20240119,67.88,69.27,67.7,68.83,5098600
AIG-A,D,20240119,24.02,24.1699,23.84,24.15,26300
AIN,D,20240119,87.09,88.11,85.9001,88,116800
AIO,D,20240119,18.3,18.5,18.12,18.46,241400
AIR,D,20240119,58.45,59.325,57.475,58.81,376600
AIRC,D,20240119,33.97,34.54,33.72,34.45,1490700
AIT,D,20240119,173.12,175.3299,170.94,175,221000
AIU,D,20240119,1.0476,1.0476,1.0362,1.0362,1900
AIV,D,20240119,7.55,7.87,7.535,7.69,2745100
AIZ,D,20240119,167.99,167.99,166.3495,167.82,245900
AIZN,D,20240119,20.3,20.64,20.27,20.35,63400
AJG,D,20240119,238.12,239.933,237.24,238.79,833600
AJX,D,20240119,5.31,5.4099,5.24,5.34,148900
AJXA,D,20240119,24.8,24.82,24.8,24.82,700
AKA,D,20240119,8.65,8.9913,8.65,8.8801,8900
AKO.A,D,20240119,12.4,12.69,12.2042,12.68,1600
AKO.B,D,20240119,14.77,14.83,14.58,14.63,28600
AKR,D,20240119,16.8,16.98,16.57,16.88,763500
AL,D,20240119,39.85,40.43,39.495,40.43,384200
AL-A,D,20240119,24.91,25.0874,24.89,25.03,6000
ALB,D,20240119,118.08,118.09,112.29,115.13,4170300
ALC,D,20240119,77.35,77.89,76.97,77.73,947300
ALCC,D,20240119,10.65,10.65,10.56,10.63,65900
ALE,D,20240119,58.81,58.89,58.175,58.72,203400
ALEX,D,20240119,17.73,17.845,17.52,17.76,166800
ALG,D,20240119,203.45,205.14,200.36,205.14,75800
ALIT,D,20240119,8.33,8.52,8.24,8.51,7497600
ALK,D,20240119,34.97,35,34.18,34.84,1861700
ALL,D,20240119,155,156.52,154.13,154.88,1989700
ALL-B,D,20240119,25.44,25.61,25.44,25.6,36200
ALL-H,D,20240119,22.52,22.98,22.28,22.85,59700
ALL-I,D,20240119,21.54,21.9499,21.3836,21.9499,13400
ALL-J,D,20240119,26.89,27,26.72,26.97,32000
ALLE,D,20240119,121.26,122.505,120.165,122.19,673700
ALLG,D,20240119,1.05,1.13,1.01,1.06,68800
ALLY,D,20240119,33,35.88,32.8,35.57,12418100
ALSN,D,20240119,56.71,57.32,55.81,57.27,470700
ALT-A,D,20240119,25.6,26.06,25.6,26.06,7100
ALTG,D,20240119,10.81,10.91,10.4,10.81,167600
ALTM,D,20240119,5.5,5.5,4.92,5.07,20257800
ALUR,D,20240119,3.13,3.14,3.0699,3.09,15100
ALV,D,20240119,102.42,103.25,101.33,103,519200
ALX,D,20240119,218.25,226.16,218.25,223.03,10400
AM,D,20240119,12.18,12.18,12.03,12.15,2969100
AMBC,D,20240119,15.99,15.99,15.66,15.8,261400
AMBP,D,20240119,3.6,3.66,3.55,3.66,715100
AMC,D,20240119,4.5,4.53,4.3,4.51,11258100
AMCR,D,20240119,9.45,9.5,9.36,9.47,6896100
AME,D,20240119,162.59,162.915,161.47,162.03,1304300
AMG,D,20240119,151.46,153.34,149.98,153.14,164300
AMH,D,20240119,35.12,36.035,35.08,35.61,3992300
AMH-G,D,20240119,23.65,23.65,23.555,23.5812,3300
AMH-H,D,20240119,24.94,24.99,24.865,24.88,69500
AMK,D,20240119,30.2,30.2,29.69,30.09,71000
AMN,D,20240119,73.13,74.28,71.32,74.19,527200
AMP,D,20240119,377.63,382.255,374.06,381.67,1231800
AMP.V,D,20240119,0.39,0.4,0.386,0.4,1500
AMPS,D,20240119,5.39,5.51,5.18,5.49,1470000
AMPX,D,20240119,4.51,4.5999,4.05,4.32,836600
AMPY,D,20240119,5.76,5.76,5.605,5.73,321000
AMR,D,20240119,398.18,403.52,388.17,402.46,394200
AMRC,D,20240119,21.62,21.76,20.31,21.71,838500
AMT,D,20240119,204.66,205.14,202.78,203.87,1986300
AMTB,D,20240119,22.76,23.28,22.41,23.25,82900
AMTD,D,20240119,1.7,1.7299,1.68,1.7,53000
AMWL,D,20240119,1.09,1.1,1.03,1.09,996400
AMX,D,20240119,18.02,18.615,17.97,18.5,1543300
AN,D,20240119,140.68,142.535,138.53,140.59,270300
ANET,D,20240119,260.61,265,259.995,263.51,1901700
ANF,D,20240119,98.13,101.27,96.97,101.11,1467100
ANVS,D,20240119,11.61,12.09,11.38,11.7,159600
AOD,D,20240119,7.94,8.0011,7.89,7.95,443700
AOMR,D,20240119,10.59,10.86,10.48,10.72,55100
AON,D,20240119,309.01,312.75,307.55,311.58,1492400
AORT,D,20240119,18.12,18.25,17.76,18.24,161300
AOS,D,20240119,80.56,81.63,80.07,81.21,772200
AP,D,20240119,2.42,2.5,2.42,2.46,25500
APAM,D,20240119,41.35,41.87,40.87,41.87,593600
APCA,D,20240119,11.17,11.18,11.17,11.17,600
APD,D,20240119,260.16,260.995,257.236,260.64,2509600
APG,D,20240119,31.9,32,31.27,31.88,985900
APH,D,20240119,97.36,97.75,96.53,97.61,3511000
APLE,D,20240119,16.28,16.51,16.1,16.5,2264400
APO,D,20240119,97.12,98.94,95.82,98.94,2653800
APO-A,D,20240119,56.97,58.13,56.59,58.12,65000
APOS,D,20240119,27.31,27.31,27.14,27.24,54500
APTV,D,20240119,78.68,79.39,78,79,4232600
AQN,D,20240119,5.96,6.01,5.9,5.96,6383700
AQNB,D,20240119,24.81,24.89,24.73,24.85,24300
AQNU,D,20240119,21,21.49,20.91,21.25,326900
AR,D,20240119,21.63,21.95,21.32,21.9,4939800
ARC,D,20240119,3.03,3.03,2.92,2.94,141200
ARCH,D,20240119,179.46,186.7,178.72,185.75,591100
ARCO,D,20240119,12.14,12.285,11.98,12.28,699900
ARDC,D,20240119,13.5,13.67,13.43,13.63,121500
ARE,D,20240119,122.63,123.91,120.76,123.35,1026000
ARES,D,20240119,114.88,116.52,113.66,116.43,826200
ARG-A,D,20240119,23.7,23.7,23.55,23.7,5900
ARI,D,20240119,11.61,11.73,11.43,11.72,602000
ARIS,D,20240119,8.04,8.04,7.74,7.99,331300
ARL,D,20240119,22.31,23.04,22.31,23.04,1400
ARLO,D,20240119,8.8,8.8,8.62,8.72,609600
ARMK,D,20240119,28.61,28.875,28.49,28.65,1193800
AROC,D,20240119,15.04,15.26,14.93,15.26,876100
ARR,D,20240119,19.16,19.16,18.735,19.03,1158900
ARR-C,D,20240119,20.45,20.85,20.45,20.61,7300
ARW,D,20240119,117.36,117.56,115.82,116.83,351100
ASA,D,20240119,14.61,14.68,14.32,14.44,31400
ASAI,D,20240119,13.95,14.41,13.84,14.39,347400
ASAN,D,20240119,17.95,18.19,17.595,18.15,1339000
ASB,D,20240119,20.96,21.45,20.81,21.37,1185500
ASB-E,D,20240119,20.48,20.49,20.31,20.38,3600
ASB-F,D,20240119,19.62,19.79,19.62,19.79,4800
ASBA,D,20240119,22.17,22.76,22.05,22.75,30700
ASC,D,20240119,15.6,15.72,15.22,15.58,764200
ASG,D,20240119,5.13,5.17,5.09,5.14,273600
ASGI,D,20240119,17.82,17.8899,17.68,17.72,58500
ASGN,D,20240119,91.8,93.37,91.21,93.36,287600
ASH,D,20240119,78.85,79.1711,77.61,79.02,392200
ASIX,D,20240119,25.23,25.4,24.8,25.22,148900
ASPN,D,20240119,12.3,12.4,11.78,11.97,1071500
ASR,D,20240119,272.15,279.97,267.65,279.16,49500
ASX,D,20240119,9.11,9.3,9.1025,9.27,7966900
ATC-D,D,20240119,25.29,25.4,24.8,25.2881,7300
ATC-H,D,20240119,24.7,24.9,24.65,24.68,23400
ATEN,D,20240119,13.7,13.7203,13.53,13.58,552800
ATGE,D,20240119,61.49,62.16,60.34,62.02,505700
ATH-A,D,20240119,24.38,24.54,24.1836,24.52,72900
ATH-B,D,20240119,21.24,21.24,20.84,21.13,26200
ATH-C,D,20240119,24.65,24.89,24.65,24.89,21300
ATH-D,D,20240119,17.89,17.89,17.63,17.76,59500
ATH-E,D,20240119,26.12,26.12,25.81,26.11,45800
ATHM,D,20240119,24.64,25.36,24.4,25.27,478100
ATI,D,20240119,42.79,42.915,41.09,42.01,1066400
ATIP,D,20240119,6.11,6.285,6.0358,6.285,2600
ATKR,D,20240119,153.24,153.94,150.02,153.02,307000
ATMU,D,20240119,22.36,22.36,21.72,22.09,435300
ATO,D,20240119,113.3,113.5,112.145,113.08,1169900
ATR,D,20240119,129.71,131.46,128.535,130.8,417900
ATS,D,20240119,42.59,43.26,42.32,43.11,21400
ATUS,D,20240119,2.26,2.295,2.2,2.2,2176800
AU,D,20240119,16.18,16.32,16.04,16.23,1509800
AUB,D,20240119,34.28,35.08,33.87,35.02,316500
AUB-A,D,20240119,21.23,21.23,21.1,21.13,23400
AVA,D,20240119,33.6,33.71,33.19,33.66,493600
AVAL,D,20240119,2.6,2.705,2.57,2.66,67700
AVB,D,20240119,177.5,180.915,177.01,180.43,1046500
AVD,D,20240119,9.78,9.95,9.53,9.87,231000
AVK,D,20240119,11.27,11.33,11.202,11.33,81400
AVNS,D,20240119,19.27,19.27,18.38,18.89,279500
AVNT,D,20240119,36.62,36.71,35.81,36.7,380300
AVTR,D,20240119,21.56,21.76,21.26,21.58,5627900
AVY,D,20240119,198.99,200.71,197.445,200.6,349900
AWF,D,20240119,10.2,10.24,10.07,10.23,717400
AWI,D,20240119,98.76,99.55,97.65,99.49,252900
AWK,D,20240119,126.05,126.25,124.48,125.3,1301100
AWP,D,20240119,3.7,3.71,3.66,3.7,398800
AWR,D,20240119,77.46,77.8399,76.11,76.7,300300
AX,D,20240119,52.42,53.61,51.82,53.24,426700
AXL,D,20240119,7.38,7.54,7.28,7.52,824300
AXP,D,20240119,181,183.38,179.41,183.17,3388800
AXR,D,20240119,21.52,21.52,21.52,21.52,1300
AXS,D,20240119,56.01,56.1,55.46,55.52,457500
AXS-E,D,20240119,21.47,21.68,21.3,21.64,64400
AXTA,D,20240119,32.86,32.87,32.3,32.45,2976100
AYI,D,20240119,226.05,231.16,225.015,230.51,248600
AYX,D,20240119,47.44,47.52,47.36,47.51,758000
AZEK,D,20240119,37.12,37.58,36.67,37.43,931100
AZO,D,20240119,2728.01,2774.99,2715.88,2746.44,195600
AZUL,D,20240119,7.73,8.04,7.555,7.96,1168900
AZZ,D,20240119,58.25,58.77,57.43,58.73,167500
B,D,20240119,30.84,30.93,30.39,30.82,297800
BA,D,20240119,210.89,215.16,209.23,215.02,14345400
BABA,D,20240119,67.2,69.905,66.92,69.42,34547700
BAC,D,20240119,31.8,32.23,31.57,32.22,49493600
BAC-B,D,20240119,25.01,25.21,24.976,25.2,43000
BAC-E,D,20240119,22.6,22.75,22.5,22.62,18700
BAC-K,D,20240119,24.68,24.83,24.6,24.82,44900
BAC-L,D,20240119,1163.93,1166.99,1156,1165,4700
BAC-M,D,20240119,23.02,23.25,22.91,23.25,78600
BAC-N,D,20240119,21.53,21.66,21.441,21.59,66500
BAC-O,D,20240119,19.12,19.23,19,19.23,49200
BAC-P,D,20240119,18.2,18.26,18.05,18.26,21200
BAC-Q,D,20240119,18.69,18.82,18.55,18.82,46500
BAC-S,D,20240119,20.67,20.7699,20.53,20.76,28600
BAH,D,20240119,128.02,128.26,127.09,127.49,656700
BAK,D,20240119,7.27,7.32,7.21,7.22,653000
BALL,D,20240119,54.96,55.57,54.06,55.53,1982000
BALY,D,20240119,10.73,10.73,10.21,10.63,296800
BAM,D,20240119,38.3,39.1,38.12,39.04,1065700
BAN-F,D,20240119,22.6,22.67,22.45,22.55,16200
BANC,D,20240119,12.36,12.56,12.225,12.52,1646200
BAP,D,20240119,148.67,149.3,146.05,148.94,146400
BARK,D,20240119,0.93,0.93,0.86,0.903,682000
BAX,D,20240119,38.88,38.88,38.33,38.6,2790100
BB,D,20240119,3.38,3.455,3.345,3.43,7641200
BBA.W,D,20240119,0.35,0.3649,0.3127,0.36,58800
BBAI,D,20240119,1.69,1.77,1.62,1.77,2584300
BBAR,D,20240119,5.03,5.245,4.97,5.24,667600
BBD,D,20240119,3.18,3.2,3.13,3.18,42496700
BBDC,D,20240119,8.84,8.86,8.79,8.84,347500
BBDO,D,20240119,2.85,2.86,2.82,2.86,4300
BBN,D,20240119,16.49,16.61,16.27,16.56,508100
BBU,D,20240119,19.95,20.32,19.95,20.1518,1600
BBUC,D,20240119,22.25,22.61,21.72,22.51,32400
BBVA,D,20240119,8.66,8.75,8.63,8.75,626100
BBW,D,20240119,22,22,21.63,21.99,190800
BBWI,D,20240119,42.64,42.935,41.96,42.43,2254100
BBY,D,20240119,71,71.43,69.66,71,2219100
BC,D,20240119,85.7,87.16,84.95,86.85,587900
BC-A,D,20240119,24.6,24.79,24.51,24.53,10000
BC-B,D,20240119,24.8,24.8,24.745,24.79,2100
BC-C,D,20240119,24.26,24.26,24.0594,24.22,9300
BCAT,D,20240119,14.99,15.13,14.9,15.12,424000
BCC,D,20240119,132.99,133.54,129.83,133.44,205900
BCE,D,20240119,41.61,41.77,41.41,41.68,1671700
BCH,D,20240119,21.65,21.89,21.595,21.89,72300
BCO,D,20240119,81.78,82.08,80.56,81.88,146200
BCS,D,20240119,7.26,7.37,7.23,7.36,17320100
BCSF,D,20240119,15.28,15.28,15.115,15.24,94600
BCX,D,20240119,8.43,8.46,8.35,8.46,1668600
BDC,D,20240119,73.38,73.64,72.27,73.41,189200
BDJ,D,20240119,7.8,7.8,7.71,7.73,481200
BDN,D,20240119,5.03,5.1,4.94,5.08,1851500
BDX,D,20240119,235.22,236.12,233.38,235.89,1255500
BE,D,20240119,11.22,11.4288,10.96,11.4,5512100
BEDU,D,20240119,1.51,1.52,1.5,1.5,32300
BEKE,D,20240119,13.44,13.83,13.14,13.54,17846600
BEN,D,20240119,27.6,27.94,27.27,27.93,3397300
BEP,D,20240119,25.26,25.82,24.84,25.68,399200
BEP-A,D,20240119,16.88,17.08,16.86,17.08,3400
BEPC,D,20240119,28.17,28.41,27.56,28.36,729300
BEPH,D,20240119,15.43,15.54,15.2488,15.51,12300
BEPI,D,20240119,15.69,15.86,15.58,15.75,15700
BERY,D,20240119,66.47,67.01,65.985,67,588600
BEST,D,20240119,2.39,2.4867,2.39,2.46,15900
BF.A,D,20240119,56.73,56.834,55.94,56.66,46300
BF.B,D,20240119,54.62,54.92,53.81,54.6,1393100
BFA.W,D,20240119,0.0713,0.0763,0.0451,0.0501,17900
BFAC,D,20240119,10.8992,10.8992,10.8992,10.8992,1000
BFAM,D,20240119,96.7,98.67,96.03,98.17,278800
BFH,D,20240119,29.61,30.35,29.12,30.21,764000
BFK,D,20240119,9.88,9.89,9.77,9.88,110800
BFL.W,D,20240119,0.04,0.04,0.031,0.038,16400
BFLY,D,20240119,1.07,1.075,1.02,1.06,937700
BFS,D,20240119,38.33,38.84,37.97,38.81,30700
BFS-D,D,20240119,23.12,23.45,23.12,23.26,2800
BFS-E,D,20240119,23.44,23.45,23.21,23.23,1500
BFX,D,20240119,0.5,0.54,0.468,0.5075,596000
BFZ,D,20240119,11.6,11.64,11.44,11.58,51300
BG,D,20240119,94.14,94.25,92.62,92.68,1802300
BGB,D,20240119,11.45,11.52,11.405,11.42,185500
BGH,D,20240119,13.78,13.78,13.56,13.65,60600
BGR,D,20240119,12.06,12.12,11.94,11.99,46600
BGS,D,20240119,9.84,9.925,9.555,9.88,1168500
BGSF,D,20240119,9.5,9.6768,9.5,9.6,9500
BGT,D,20240119,12.12,12.14,12.04,12.14,112500
BGX,D,20240119,11.62,11.66,11.55,11.59,50800
BGY,D,20240119,5.26,5.26,5.21,5.23,305200
BH,D,20240119,152.37,154.67,150.52,151.4,1500
BHC,D,20240119,8.09,8.46,8.06,8.15,6032200
BHE,D,20240119,25.96,25.96,25.57,25.83,169900
BHG,D,20240119,10.34,11.6833,10.25,11.53,29300
BHIL,D,20240119,0.18,0.18,0.162,0.168,550200
BHK,D,20240119,10.57,10.57,10.45,10.53,254500
BHLB,D,20240119,23.68,23.75,23.36,23.6,362900
BHP,D,20240119,60.24,60.54,59.72,60.53,2475400
BHR,D,20240119,2.19,2.32,2.13,2.3,229300
BHR-B,D,20240119,13.71,14.01,13.71,14.01,12100
BHR-D,D,20240119,20.03,20.93,20.03,20.53,1700
BHV,D,20240119,10.64,10.64,10.53,10.59,10700
BHVN,D,20240119,42.8,44.35,42.02,44.35,995300
BIG,D,20240119,6.67,6.67,6.12,6.13,1245600
BIGZ,D,20240119,7.27,7.29,7.22,7.26,941900
BILL,D,20240119,73.25,73.255,70.36,72.5,1573900
BIO,D,20240119,304.55,307.59,302.65,306.62,280900
BIP,D,20240119,30.32,31.06,29.9,30.97,478800
BIP-A,D,20240119,17.41,17.41,17.28,17.3001,4400
BIP-B,D,20240119,17.35,17.35,16.88,16.9,21800
BIPC,D,20240119,34.17,34.74,33.5,34.7,507400
BIPH,D,20240119,17.39,17.57,17.1331,17.57,7300
BIPI,D,20240119,17.55,17.85,17.471,17.78,8100
BIRK,D,20240119,47.17,47.17,44.31,46.32,1369100
BIT,D,20240119,15.03,15.11,14.955,15.05,138600
BJ,D,20240119,67.08,67.35,65.63,65.69,1074500
BK,D,20240119,54.53,55.19,54.28,55.04,7174000
BKD,D,20240119,5.46,5.79,5.405,5.79,1537800
BKDT,D,20240119,76.35,76.35,76.35,76.35,20300
BKE,D,20240119,36.19,36.39,35.585,36.13,483300
BKH,D,20240119,50.45,50.73,49.8101,50.23,357600
BKK.W,D,20240119,0.2,0.2025,0.16,0.179,42900
BKKT,D,20240119,1.37,1.425,1.3,1.39,3104300
BKN,D,20240119,11.55,11.62,11.47,11.57,71200
BKS.W,D,20240119,0.04,0.0468,0.04,0.0468,5600
BKSY,D,20240119,1.22,1.28,1.18,1.28,710500
BKT,D,20240119,12.13,12.18,12,12.03,61500
BKU,D,20240119,28.79,29.36,28.44,29.24,1475300
BLCO,D,20240119,14.94,14.94,14.395,14.59,277800
BLD,D,20240119,371.82,376.32,367.4901,373.26,165300
BLDR,D,20240119,167.38,172.55,165.69,172.51,1509500
BLE,D,20240119,10.4,10.4,10.27,10.4,114500
BLK,D,20240119,797.75,808.825,794.045,805.44,681500
BLND,D,20240119,2.28,2.42,2.23,2.41,1264600
BLW,D,20240119,13.71,13.7268,13.51,13.56,117600
BLX,D,20240119,24.43,24.43,23.64,24.17,191600
BMA,D,20240119,27.94,28.7499,27.4001,28.61,409400
BME,D,20240119,42.27,42.312,42,42,26300
BMEZ,D,20240119,14.91,14.97,14.89,14.94,485600
BMI,D,20240119,151.91,152.18,149.365,151.73,320800
BML-G,D,20240119,21.15,21.2499,21.08,21.1,12400
BML-H,D,20240119,20.55,20.71,20.5201,20.69,28500
BML-J,D,20240119,22.02,22.24,22.02,22.09,49400
BML-L,D,20240119,21.92,21.98,21.7,21.98,13500
BMN,D,20240119,23.66,23.7,23.5106,23.69,22500
BMO,D,20240119,93.74,95.98,93.55,95.84,631700
BMY,D,20240119,50.11,50.21,49.425,50.11,23285700
BN,D,20240119,38.94,39.83,38.56,39.8,1902500
BNED,D,20240119,0.9102,0.9102,0.828,0.8576,1132000
BNH,D,20240119,16.86,16.86,16.53,16.8,15000
BNJ,D,20240119,15.54,15.55,15.3725,15.45,34700
BNL,D,20240119,16.51,16.69,16.28,16.64,817900
BNR.A,D,20240119,38.56,39.61,38.56,39.6,23700
