<ticker>,<per>,<date>,<open>,<high>,<low>,<close>,<vol>
AACG,D,20230711,1.39,1.4201,1.39,1.395,4400
AACI,D,20230711,10.44,10.44,10.41,10.41,2700
AADI,D,20230711,6.37,6.64,6.2511,6.63,221200
AADR,D,20230711,48.79,49.118,48.7301,49.118,1300
AAL,D,20230711,18.64,18.87,18.44,18.8,23613200
AAME,D,20230711,1.91,1.93,1.9,1.93,10000
AAOI,D,20230711,8.615,10,8.55,9.75,7547200
AAON,D,20230711,95.11,96.08,94.67,95.12,202700
AAPB,D,20230711,27.72,27.72,27.36,27.7,18300
AAPD,D,20230711,20.62,20.879,20.61,20.73,75500
AAPL,D,20230711,189.16,189.3,186.6,188.08,46638100
AAPU,D,20230711,27.97,27.97,27.4662,27.74,119700
AAXJ,D,20230711,66.7,66.92,66.38,66.85,275200
ABCB,D,20230711,34.65,35.245,34.37,35,371100
ABCL,D,20230711,6.82,7.035,6.66,6.75,1923700
ABCM,D,20230711,24.28,24.46,23.98,24.08,1908600
ABEO,D,20230711,4.07,4.1685,4.04,4.1,38000
ABIO,D,20230711,2.04,2.0638,2.03,2.05,3000
ABL,D,20230711,8.25,8.3931,7.25,8.06,98800
ABLLW,D,20230711,0.3,0.32,0.3,0.3031,115400
ABNB,D,20230711,129.45,138.09,128.77,137.54,10045500
ABOS,D,20230711,5.7482,6.39,5.32,6,4936700
ABSI,D,20230711,1.56,1.63,1.54,1.62,397900
ABST,D,20230711,11.43,11.44,11.39,11.4,1973900
ABUS,D,20230711,2.32,2.32,2.22,2.27,379000
ABVC,D,20230711,0.465,0.465,0.4501,0.4599,34400
ACABW,D,20230711,0.0158,0.0523,0.0158,0.0268,8100
ACAD,D,20230711,24.79,25.0638,24.455,24.86,968600
ACAHW,D,20230711,0.0262,0.0262,0.0262,0.0262,100
ACAX,D,20230711,10.45,10.49,10.4,10.47,89600
ACAXR,D,20230711,0.3488,0.4295,0.3488,0.4198,503400
ACB,D,20230711,0.554,0.5967,0.5499,0.58,5684600
ACBA,D,20230711,11.15,11.15,11.15,11.15,200
ACBAU,D,20230711,10.9,10.9,10.9,10.9,100
