<ticker>,<per>,<date>,<open>,<high>,<low>,<close>,<vol>
AACG,D,20231227,0.85,1.1899,0.85,1.05,101600
AACIW,D,20231227,0.025,0.025,0.025,0.025,500
AADI,D,20231227,2.01,2.1,2.01,2.08,608200
AADR,D,20231227,56.34,56.34,56,56.09,1000
AAGR,D,20231227,1.25,1.43,1.2,1.23,1802400
AAGRW,D,20231227,0.02,0.025,0.0189,0.0237,40500
AAL,D,20231227,14.1,14.18,13.91,13.99,23428500
AAME,D,20231227,2.1,2.1776,2.01,2.16,7100
AAOI,D,20231227,22.88,22.9498,21.85,22.52,1974000
AAON,D,20231227,74.44,75.24,73.88,74.21,215100
AAPB,D,20231227,22.98,23.1899,22.7,23.14,56700
AAPD,D,20231227,20.17,20.305,20.06,20.09,294900
AAPL,D,20231227,192.49,193.5,191.09,193.15,48087600
AAPU,D,20231227,27.4,27.606,27.09,27.56,148500
AAXJ,D,20231227,65.71,65.83,65.53,65.73,1208100
ABAT,D,20231227,5,5.065,4.87,4.925,337600
ABCB,D,20231227,53.7,53.84,52.9375,53.74,216300
ABCL,D,20231227,5.82,5.89,5.7,5.8,1013600
ABCS,D,20231227,25.75,25.75,25.451,25.451,1000
ABEO,D,20231227,5.16,5.185,5,5.12,576500
ABIO,D,20231227,1.7,1.73,1.6101,1.695,126100
ABL,D,20231227,8.97,9.05,8.34,8.92,44200
ABLLL,D,20231227,25.5,25.5,25.5,25.5,1000
ABLLW,D,20231227,0.62,0.62,0.5601,0.61,15100
ABLV,D,20231227,2.75,2.85,2.7,2.85,39200
ABLVW,D,20231227,0.0252,0.0262,0.01,0.0198,35500
ABNB,D,20231227,139.13,139.135,136.05,136.55,3989500
ABOS,D,20231227,3.74,3.85,3.67,3.84,327800
ABSI,D,20231227,4.17,5.2256,4.05,4.79,3308600
ABTS,D,20231227,1.01,1.4,0.9751,1.29,323000
ABUS,D,20231227,2.4,2.48,2.38,2.48,424100
ABVC,D,20231227,1.24,1.25,1.16,1.2,152500
ABVX,D,20231227,10.91,11.04,10.48,10.79,56900
ACAD,D,20231227,31.12,31.93,30.7525,31.77,1256000
ACAH,D,20231227,10.54,10.54,10.54,10.54,1000
ACAHW,D,20231227,0.026,0.026,0.0244,0.025,90100
ACAX,D,20231227,10.1,10.1,9.99,9.99,600
ACAXR,D,20231227,0.14,0.2103,0.14,0.2025,940000
ACB,D,20231227,0.5018,0.51,0.4821,0.495,7474200
ACCD,D,20231227,12.28,12.55,12.13,12.48,542600
ACDC,D,20231227,8.6,8.675,8.5,8.51,455500
ACET,D,20231227,1.67,1.76,1.6425,1.76,372100
ACGL,D,20231227,73.25,73.62,73.0365,73.54,950800
ACGLN,D,20231227,20.3,20.36,20.1548,20.25,34400
ACGLO,D,20231227,23.78,23.8327,23.49,23.74,36500
ACHC,D,20231227,78.93,79.1,77.695,78.68,249400
ACHL,D,20231227,0.8022,0.87,0.8022,0.8634,163300
ACHV,D,20231227,4.05,4.24,4.01,4.11,48900
ACIC,D,20231227,9.68,10.28,9.68,10.165,294700
ACIU,D,20231227,4.8,4.99,4.75,4.97,284200
ACIW,D,20231227,30.57,30.77,30.44,30.6,474300
ACLS,D,20231227,136.82,136.89,132.58,133.2,492400
ACLX,D,20231227,58.1,59.1,56.555,57.59,447600
ACMR,D,20231227,19.97,20.24,19.66,19.79,692300
ACNB,D,20231227,46.74,47.14,45.855,45.99,14300
ACNT,D,20231227,8.99,9.905,8.87,9.51,76600
ACON,D,20231227,0.219,0.229,0.219,0.2222,548200
ACONW,D,20231227,0.04,0.04,0.04,0.04,3000
ACOR,D,20231227,14.17,14.71,13.5,13.8,6500
ACRS,D,20231227,1.03,1.075,1.03,1.06,1965400
ACRV,D,20231227,5,5.09,4.91,5.01,21700
ACRX,D,20231227,0.7925,0.7998,0.75,0.77,90000
ACST,D,20231227,2.3,3.13,2.2549,3.05,255600
ACT,D,20231227,29.24,29.43,29.2,29.35,115200
ACTG,D,20231227,3.98,4.01,3.94,4,93400
ACVA,D,20231227,15.41,15.62,15.26,15.49,721500
ACWI,D,20231227,101.72,102.025,101.6,101.96,3905900
ACWX,D,20231227,50.62,51.025,50.62,50.98,2012000
ACXP,D,20231227,3.71,4.04,3.68,4.03,153100
ADAG,D,20231227,1.7111,1.739,1.66,1.66,5400
ADAP,D,20231227,0.59,0.7236,0.59,0.719,1660500
ADBE,D,20231227,598.6,599.79,593.71,596.08,1394900
ADD,D,20231227,0.3782,0.38,0.3031,0.3799,343000
ADEA,D,20231227,12.25,12.715,12.23,12.54,564600
ADES,D,20231227,2.61,2.67,2.57,2.64,30700
ADI,D,20231227,198.87,199.44,198.08,199.35,1646200
ADIL,D,20231227,1.92,1.9736,1.77,1.82,39000
ADMA,D,20231227,4.36,4.49,4.36,4.49,1701400
ADN,D,20231227,0.21,0.2365,0.205,0.2324,2577600
ADNWW,D,20231227,0.025,0.0319,0.019,0.0293,142500
ADOC,D,20231227,11.56,11.56,11.56,11.56,300
ADOCR,D,20231227,0.06,0.06,0.06,0.06,100
ADOCW,D,20231227,0.0086,0.0086,0.0086,0.0086,100
ADP,D,20231227,231.89,232.75,230.96,231.61,925500
ADPT,D,20231227,5.2,5.29,4.99,5.11,1672500
ADSE,D,20231227,6.9,6.96,6.71,6.95,124300
ADSK,D,20231227,245.36,245.88,244.38,245.11,771900
ADTH,D,20231227,1.38,1.41,1.34,1.4,57400
ADTHW,D,20231227,0.03,0.03,0.0251,0.0299,17400
ADTN,D,20231227,7.37,7.42,7.21,7.3,597700
ADTX,D,20231227,4.41,5,4.41,4.71,259200
ADUS,D,20231227,97.02,97.04,95,95.52,90500
ADV,D,20231227,3.99,4.04,3.9,4.01,321000
ADVM,D,20231227,0.8048,0.8199,0.75,0.753,432600
ADVWW,D,20231227,0.1025,0.1026,0.09,0.09,6800
ADXN,D,20231227,5.61,5.7818,5.51,5.632,3700
AEHL,D,20231227,2.28,2.42,2.28,2.35,5000
