<ticker>,<per>,<date>,<open>,<high>,<low>,<close>,<vol>
A,D,20230926,110.88,112.25,110.68,110.73,1399800
AA,D,20230926,26.36,26.7496,25.59,25.86,6536800
AAC,D,20230926,10.76,10.76,10.73,10.76,157700
AAC.T,D,20230926,0.27,0.3089,0.23,0.26,49600
AAC.W,D,20230926,0.78,0.78,0.68,0.68,9600
AACT,D,20230926,10.26,10.27,10.26,10.26,33400
AAI-C,D,20230926,24,24.0001,23.9899,23.9899,1600
AAIC,D,20230926,4.33,4.35,4.22,4.23,137500
AAIN,D,20230926,23.49,23.55,23.49,23.55,300
AAN,D,20230926,10.43,10.63,10.24,10.29,531100
AAP,D,20230926,56.47,56.47,54.94,54.95,2108600
AAT,D,20230926,18.82,19.06,18.695,18.87,447500
AB,D,20230926,31.07,31.4299,30.84,30.88,222000
ABBV,D,20230926,154.4,154.6,153.33,153.91,3936200
ABEV,D,20230926,2.6,2.6259,2.57,2.57,26623800
ABG,D,20230926,221.53,225.25,220.975,221.56,113900
ABM,D,20230926,39.15,39.575,38.945,38.96,494800
ABR,D,20230926,14.67,15,14.65,14.73,2398100
ABR-D,D,20230926,18.11,18.33,18,18,15200
ABR-E,D,20230926,18.1,18.11,17.75,17.75,3500
ABR-F,D,20230926,19.75,19.8,19.3677,19.5,11600
ABT,D,20230926,97.05,97.53,96.03,96.23,3967800
AC,D,20230926,36.54,36.57,36.0701,36.1,7600
ACA,D,20230926,73.44,74.31,73.18,73.21,367000
ACCO,D,20230926,5.8,5.845,5.75,5.75,495100
ACEL,D,20230926,10.71,10.835,10.66,10.72,333800
ACH.W,D,20230926,1.15,1.19,1.06,1.12,51100
ACHR,D,20230926,4.98,5.12,4.79,4.8,7687000
ACI,D,20230926,23.22,23.24,22.98,23.03,5607300
ACM,D,20230926,81.53,82.36,81.53,81.75,730200
ACN,D,20230926,312.72,314.49,308.73,310.61,2343600
ACP,D,20230926,6.9,6.9199,6.8,6.8,299600
ACP-A,D,20230926,22.89,22.9,22.8,22.8,600
ACR,D,20230926,8.21,8.242,8.21,8.21,1800
ACR-C,D,20230926,22.199,22.199,22.15,22.15,6000
ACR-D,D,20230926,19.06,19.1899,19.05,19.1899,1200
ACR.W,D,20230926,0.0913,0.0973,0.0775,0.0789,35900
ACRE,D,20230926,9.81,9.9,9.71,9.71,476700
ACV,D,20230926,18.35,18.45,18.1308,18.2,30800
ADC,D,20230926,56.47,56.6,55.1,55.18,1160100
ADC-A,D,20230926,16.5,16.529,16.25,16.26,8600
ADCT,D,20230926,0.82,0.9372,0.785,0.91,485700
ADM,D,20230926,76.79,77.13,75.83,76.07,2200100
ADNT,D,20230926,36.52,37.01,35.835,35.95,575100
ADT,D,20230926,5.85,6.05,5.84,5.85,2405300
ADX,D,20230926,16.78,16.79,16.6,16.62,211900
AEE,D,20230926,79.46,79.67,76.51,76.85,1680500
AEFC,D,20230926,20.11,20.18,19.951,20.01,69400
AEG,D,20230926,4.91,4.93,4.85,4.86,1682600
AEL,D,20230926,53.83,53.94,53.65,53.65,756900
AEL-A,D,20230926,21.95,22.065,21.55,21.63,24500
AEL-B,D,20230926,23.88,24.0199,23.56,23.76,22100
AEM,D,20230926,48.18,48.36,47,47.01,2882700
