Symbol,Name,Country,IPO Year,Volume,Sector,Industry
DNUT,Krispy Kreme Inc. Common Stock,United States,2021,2634831,Consumer Staples,Food Chains
DOCU,DocuSign Inc. Common Stock,United States,1989,1316934,Technology,Computer Software: Prepackaged Software
DOGZ,Dogness (International) Corporation Class A Common Stock,China,2017,568385,Consumer Discretionary,Miscellaneous manufacturing industries
DOMH,Dominari Holdings Inc. Common Stock,United States,,185568,Health Care,Biotechnology: Pharmaceutical Preparations
DOMO,Domo Inc. Class B Common Stock,United States,2018,211570,Technology,Computer Software: Prepackaged Software
DOOO,BRP Inc. (Recreational Products) Common Subordinate Voting Shares,Canada,,115087,Consumer Discretionary,Industrial Specialties
DORM,Dorman Products Inc. Common Stock,United States,,276280,Consumer Discretionary,Auto Parts:O.E.M.
DOX,Amdocs Limited Ordinary Shares,Guernsey,,658217,Technology,EDP Services
DOYU,DouYu International Holdings Limited ADS,China,2019,81375,Technology,Computer Software: Programming Data Processing
DPRO,Draganfly Inc. Common Shares,Canada,,27844,Industrials,Aerospace
DPZ,Domino's Pizza Inc Common Stock,United States,2004,1432576,Consumer Discretionary,Food Distributors
DRCT,Direct Digital Holdings Inc. Class A Common Stock,United States,2022,233168,Consumer Discretionary,Advertising
DRDB,Roman DBDR Acquisition Corp. II Ordinary shares,United States,2025,588989,,
DRDBU,Roman DBDR Acquisition Corp. II Unit,United States,2024,19249,,
DRDBW,Roman DBDR Acquisition Corp. II Warrants,United States,2025,40097,,
DRIO,DarioHealth Corp. Common Stock,Israel,,184299,Health Care,Medical/Dental Instruments
DRMA,Dermata Therapeutics Inc. Common Stock,United States,2021,299486,Health Care,Biotechnology: Pharmaceutical Preparations
DRRX,DURECT Corporation Common Stock,United States,2000,221368,Health Care,Biotechnology: Pharmaceutical Preparations
DRS,Leonardo DRS Inc. Common Stock,Israel,,478601,Industrials,Industrial Machinery/Components
DRTS,Alpha Tau Medical Ltd. Ordinary Shares,Israel,,103268,Health Care,Medical/Dental Instruments
DRTSW,Alpha Tau Medical Ltd. Warrant,Israel,,2118,Health Care,Medical/Dental Instruments
DRUG,Bright Minds Biosciences Inc. Common Stock,Canada,,26898,Health Care,Biotechnology: Pharmaceutical Preparations
DRVN,Driven Brands Holdings Inc. Common Stock,United States,2021,519947,Consumer Discretionary,Automotive Aftermarket
DSGN,Design Therapeutics Inc. Common Stock,United States,2021,82230,Health Care,Biotechnology: Pharmaceutical Preparations
DSGR,Distribution Solutions Group Inc. Common Stock,United States,,56768,Consumer Discretionary,Industrial Specialties
DSGX,Descartes Systems Group Inc. (The) Common Stock,Canada,,120665,Technology,Computer Software: Prepackaged Software
DSP,Viant Technology Inc. Class A Common Stock,United States,2021,144632,Technology,Computer Software: Programming Data Processing
DSWL,Deswell Industries Inc. Common Shares,Macau,1995,3902,Industrials,Plastic Products
DSY,Big Tree Cloud Holdings Limited Ordinary Shares,China,,20060,Consumer Discretionary,Containers/Packaging
DSYWW,Big Tree Cloud Holdings Limited Warrants,China,,201,Consumer Discretionary,Containers/Packaging
DTCK,Davis Commodities Limited Ordinary Shares,Singapore,2023,51203,Industrials,Farming/Seeds/Milling
DTI,Drilling Tools International Corporation Common Stock,United States,2021,30605,Industrials,Metal Fabrications
DTIL,Precision BioSciences Inc. Common Stock,United States,2019,80388,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DTSQ,DT Cloud Star Acquisition Corporation Ordinary Shares,United States,2024,423,,
DTSS,Datasea Inc. Common Stock,China,,21694,Technology,Computer Software: Prepackaged Software
DTST,Data Storage Corporation Common Stock,United States,,10773,Technology,EDP Services
DTSTW,Data Storage Corporation Warrant,United States,,5500,Technology,EDP Services
DUO,Fangdd Network Group Ltd. Class A Ordinary Shares,China,2019,5978634,Finance,Real Estate
DUOL,Duolingo Inc. Class A Common Stock,United States,2021,614937,Technology,Computer Software: Prepackaged Software
DUOT,Duos Technologies Group Inc. Common Stock,United States,,232175,Technology,Computer Software: Prepackaged Software
DVAX,Dynavax Technologies Corporation Common Stock,United States,2004,1806780,Health Care,Biotechnology: Pharmaceutical Preparations
DVLT,Datavault AI Inc. Common Stock,United States,2018,165531,Technology,Semiconductors
DWSN,Dawson Geophysical Company Common Stock,United States,,3525,Energy,Oil & Gas Production
DWTX,Dogwood Therapeutics Inc. Common Stock,United States,2020,256888,Health Care,Biotechnology: Pharmaceutical Preparations
DXCM,DexCom Inc. Common Stock,United States,2005,2782847,Health Care,Medical/Dental Instruments
DXLG,Destination XL Group Inc. Common Stock,United States,,144400,Consumer Discretionary,Clothing/Shoe/Accessory Stores
DXPE,DXP Enterprises Inc. Common Stock,United States,,102930,Industrials,Industrial Machinery/Components
DXR,Daxor Corporation Common Stock,United States,,950,Health Care,Medical/Dental Instruments
DXST,Decent Holding Inc Ordinary Shares,China,2025,46233,Industrials,Miscellaneous
DYAI,Dyadic International Inc. Common Stock,United States,,55677,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DYCQ,DT Cloud Acquisition Corporation Ordinary Shares,United Kingdom,2024,190,,
DYN,Dyne Therapeutics Inc. Common Stock,United States,2020,1802476,Health Care,Biotechnology: Pharmaceutical Preparations
DYNX,Dynamix Corporation Class A Ordinary Shares,United States,2024,25300,,
DYNXU,Dynamix Corporation Unit,United States,2024,1,,
DYNXW,Dynamix Corporation Warrant,United States,2024,5023,,
EA,Electronic Arts Inc. Common Stock,United States,,2761820,Technology,Computer Software: Prepackaged Software
EBAY,eBay Inc. Common Stock,United States,1998,8160124,Consumer Discretionary,Business Services
EBC,Eastern Bankshares Inc. Common Stock,United States,2020,2178287,Finance,Savings Institutions
EBMT,Eagle Bancorp Montana Inc. Common Stock,United States,2010,25074,Finance,Major Banks
EBON,Ebang International Holdings Inc. Class A Ordinary Shares,China,2020,7733,Technology,Semiconductors
EBTC,Enterprise Bancorp Inc Common Stock,United States,,16235,Finance,Major Banks
ECBK,ECB Bancorp Inc. Common Stock,United States,2022,14386,Finance,Banks
ECDA,ECD Automotive Design Inc. Common Stock,United States,2022,143947,Consumer Discretionary,Auto Manufacturing
ECOR,electroCore Inc. Common Stock,United States,2018,95959,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ECPG,Encore Capital Group Inc Common Stock,United States,,211786,Finance,Finance Companies
ECX,ECARX Holdings Inc. Class A Ordinary shares,China,,1131347,Technology,EDP Services
ECXWW,ECARX Holdings Inc. Warrants,China,,255522,Technology,EDP Services
EDAP,EDAP TMS S.A. American Depositary Shares,France,1997,62647,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EDBL,Edible Garden AG Incorporated Common Stock,United States,2022,48655,Consumer Staples,Farming/Seeds/Milling
EDBLW,Edible Garden AG Incorporated Warrant,United States,2022,8609,Consumer Staples,Farming/Seeds/Milling
EDHL,Everbright Digital Holding Limited Ordinary Shares,Hong Kong,2025,425663,Consumer Discretionary,Advertising
EDIT,Editas Medicine Inc. Common Stock,United States,2016,1929490,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EDRY,EuroDry Ltd. Common Shares ,Greece,,3688,Consumer Discretionary,Marine Transportation
EDSA,Edesa Biotech Inc. Common Shares,United States,,5326,Health Care,Biotechnology: Pharmaceutical Preparations
EDTK,Skillful Craftsman Education Technology Limited Ordinary Share,China,2020,10716,Real Estate,Other Consumer Services
EDUC,Educational Development Corporation Common Stock,United States,,1543,Consumer Discretionary,Consumer Specialties
EEFT,Euronet Worldwide Inc. Common Stock,United States,1997,589139,Finance,Investment Bankers/Brokers/Service
EEIQ,EpicQuest Education Group International Limited Common Stock,United States,2021,1478,Real Estate,Other Consumer Services
EFOI,Energy Focus Inc. Common Stock,United States,,4050,Consumer Discretionary,Building Products
EFSC,Enterprise Financial Services Corporation Common Stock,United States,,213833,Finance,Major Banks
EFSCP,Enterprise Financial Services Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,,4128,Finance,Major Banks
EFSI,Eagle Financial Services Inc Common Stock,United States,,48254,Finance,Major Banks
EGAN,eGain Corporation Common Stock,United States,1999,21575,Technology,Computer Software: Prepackaged Software
EGBN,Eagle Bancorp Inc. Common Stock,United States,,633181,Finance,Major Banks
EGHT,8x8 Inc Common Stock,United States,,966181,Technology,EDP Services
EH,EHang Holdings Limited ADS,China,2019,597451,Industrials,Aerospace
EHGO,Eshallgo Inc. Class A Ordinary Shares,China,2024,7648,Consumer Discretionary,Diversified Commercial Services
EHLD,Euroholdings Ltd. Common Stock ,Greece,,14922,Consumer Discretionary,Marine Transportation
EHTH,eHealth Inc. Common Stock,United States,2006,166210,Finance,Specialty Insurers
EJH,E-Home Household Service Holdings Limited Ordinary Shares,China,2021,14764258,Consumer Discretionary,Other Consumer Services
EKSO,Ekso Bionics Holdings Inc. Common Stock,United States,,606404,Industrials,Industrial Machinery/Components
ELAB,PMGC Holdings Inc. Common Stock,United States,2023,326679,Health Care,Biotechnology: Pharmaceutical Preparations
ELBM,Electra Battery Materials Corporation Common Stock,Canada,,87315,Miscellaneous,Industrial Machinery/Components
ELDN,Eledon Pharmaceuticals Inc. Common Stock,United States,2014,104585,Health Care,Biotechnology: Pharmaceutical Preparations
ELEV,Elevation Oncology Inc. Common stock,United States,2021,818188,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ELPW,Elong Power Holding Limited Class A Ordinary Shares,China,,105963,,
ELSE,Electro-Sensors Inc. Common Stock,United States,,14714,Industrials,Industrial Machinery/Components
ELTK,Eltek Ltd. Ordinary Shares,Israel,1997,913,Technology,Electrical Products
ELTX,Elicio Therapeutics Inc. Common Stock,United States,2021,27893,Health Care,Biotechnology: Pharmaceutical Preparations
ELUT,Elutia Inc. Class A Common Stock,United States,2020,13805,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ELVA,Electrovaya Inc. Common Shares,Canada,,13577,,
ELVN,Enliven Therapeutics Inc. Common Stock,United States,2020,318922,Health Care,Biotechnology: Pharmaceutical Preparations
ELWS,Earlyworks Co. Ltd. American Depositary Shares,Japan,2023,45618,Technology,EDP Services
EM,Smart Share Global Limited American Depositary Shares,China,2021,21008,Consumer Discretionary,Other Consumer Services
EMBC,Embecta Corp. Common Stock,United States,,397045,Health Care,Medical/Dental Instruments
EMCG,Embrace Change Acquisition Corp Ordinary Shares,United States,2022,2,Finance,Blank Checks
EMCGU,Embrace Change Acquisition Corp Unit,United States,2022,50,Finance,Blank Checks
EMCGW,Embrace Change Acquisition Corp Warrants,United States,2022,11877,Finance,Blank Checks
EML,Eastern Company (The) Common Stock,United States,,16881,Consumer Discretionary,Industrial Machinery/Components
ENGN,enGene Holdings Inc. Common Stock,Canada,,93816,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENGNW,enGene Holdings Inc. Warrants,Canada,,781,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENGS,Energys Group Limited Ordinary Shares,United Kingdom,2025,1583225,Industrials,Engineering & Construction
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,Israel,2023,3480,Utilities,Electric Utilities: Central
ENLV,Enlivex Therapeutics Ltd. Ordinary Shares,Israel,2014,89692,Health Care,Biotechnology: Pharmaceutical Preparations
ENPH,Enphase Energy Inc. Common Stock,United States,2012,3693938,Technology,Semiconductors
ENSC,Ensysce Biosciences Inc. Common Stock,United States,,370250,Health Care,Biotechnology: Pharmaceutical Preparations
ENSG,The Ensign Group Inc. Common Stock,United States,2007,401903,Health Care,Hospital/Nursing Management
ENTA,Enanta Pharmaceuticals Inc. Common Stock,United States,2013,110335,Health Care,Biotechnology: Pharmaceutical Preparations
ENTG,Entegris Inc. Common Stock,United States,2000,2290161,Industrials,Plastic Products
ENTO,Entero Therapeutics Inc. Common Stock,United States,2016,18926,Health Care,Biotechnology: Pharmaceutical Preparations
ENTX,Entera Bio Ltd. Ordinary Shares,Israel,2018,46968,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENVB,Enveric Biosciences Inc. Common Stock,United States,,35422,Health Care,Biotechnology: Pharmaceutical Preparations
ENVX,Enovix Corporation Common Stock,United States,2021,4096862,Miscellaneous,Industrial Machinery/Components
EOLS,Evolus Inc. Common Stock,United States,2018,769537,Health Care,Biotechnology: Pharmaceutical Preparations
EOSE,Eos Energy Enterprises Inc. Class A Common Stock,United States,,6681427,Miscellaneous,Industrial Machinery/Components
EOSEW,Eos Energy Enterprises Inc. Warrant,United States,,55122,Miscellaneous,Industrial Machinery/Components
EPIX,ESSA Pharma Inc. Common Stock,Canada,,268037,Health Care,Biotechnology: Pharmaceutical Preparations
EPOW,Sunrise New Energy Co. Ltd Class A Ordinary Shares,China,2021,5744,Consumer Discretionary,Business Services
EPRX,Eupraxia Pharmaceuticals Inc. Common Stock,Canada,,9539,Health Care,Pharmaceuticals and Biotechnology
EPSM,Epsium Enterprise Limited Ordinary Shares,Macau,2025,2338641,Consumer Staples,Beverages (Production/Distribution)
EPSN,Epsilon Energy Ltd. Common Share,United States,,58142,Energy,Oil & Gas Production
EPWK,EPWK Holdings Ltd. Class A Ordinary Shares,China,2025,104090,,
EQ,Equillium Inc. Common Stock,United States,2018,142627,Health Care,Biotechnology: Pharmaceutical Preparations
EQIX,Equinix Inc. Common Stock REIT,United States,2000,521031,Real Estate,Real Estate Investment Trusts
ERAS,Erasca Inc. Common Stock,United States,2021,1349965,Health Care,Biotechnology: Pharmaceutical Preparations
ERIC,Ericsson American Depositary Shares,Sweden,,30114236,Technology,Radio And Television Broadcasting And Communications Equipment
ERIE,Erie Indemnity Company Class A Common Stock,United States,,232746,Finance,Specialty Insurers
ERII,Energy Recovery Inc. Common Stock,United States,2008,622170,Technology,Industrial Machinery/Components
ERNA,Ernexa Therapeutics Inc. Common Stock,United States,,271651,Health Care,Biotechnology: Pharmaceutical Preparations
ESCA,Escalade Incorporated Common Stock,United States,,15041,Consumer Discretionary,Recreational Games/Products/Toys
ESEA,Euroseas Ltd. Common Stock (Marshall Islands),Greece,,10358,Consumer Discretionary,Marine Transportation
ESGL,ESGL Holdings Limited Ordinary Shares,Singapore,,13081,Utilities,Environmental Services
